Mindat Locality ID,Long-form identifier,GUID,Latitude & Longitude,Altitude,GeoHash,GRN,Type,Köppen climate type,Mineral
193419,mindat:1:2:193419:,Generated_GUID,"46.70112,7.21319",1201,u0m1sjsmx,N32E04,Gorge,Temperate oceanic climate,Strontianite
134376,mindat:1:2:134376:,Generated_GUID,"46.04521,7.89805",3701,u0jtgwr0v,N31E04,Mountain,Tundra,Preiswerkite
134534,mindat:1:2:134534:,Generated_GUID,"46.66383,8.52983",1559,u0q16nghr,N32E05,River Valley,Tundra,'Chlorite Group'
191634,mindat:1:2:191634:,Generated_GUID,"46.51316,9.64303",1860,u0qbe7myf,N32E05,Occurrence,Tundra,Greenalite
107785,mindat:1:2:107785:,Generated_GUID,"46.30306,8.14056",3089,u0jz3jpyb,N31E05,Occurrence,Subarctic climate,var. Amethyst
257786,mindat:1:2:257786:,Generated_GUID,"47.42133,8.15133",404,u0mvc2z95,N32E05,Group of Quarries,Temperate oceanic climate,Baryte
6478,mindat:1:2:6478:,Generated_GUID,"46.57306,9.68444",2241,u0qbuq7gx,N32E05,Mine,Tundra,Arsenoflorencite-(Ce)
108726,mindat:1:2:108726:,Generated_GUID,"46.21483,7.60335",1626,u0jqvj0sf,N31E04,Mine,Tundra,Quartz
108301,mindat:1:2:108301:,Generated_GUID,"46.37767,7.73888",2032,u0jxb4g38,N31E04,Alpine Pasture,Tundra,Brookite
56576,mindat:1:2:56576:,Generated_GUID,"47.05250,9.17306",2211,u0qe8txse,N32E05,Unknown,Temperate oceanic climate,Beudantite
123561,mindat:1:2:123561:,Generated_GUID,"46.32306,7.75694",1157,u0jx88b7m,N31E04,Tunnel,Tundra,Cannizzarite
193355,mindat:1:2:193355:,Generated_GUID,"46.54431,8.56416",2025,u0q0fchhr,N32E05,Tunnel,Tundra,var. Rock Crystal
192990,mindat:1:2:192990:,Generated_GUID,"46.66265,8.52474",1899,u0q13yxt8,N32E05,Cleft (Dormant) - last checked 2024,Tundra,var. Smoky Quartz
191765,mindat:1:2:191765:,Generated_GUID,"46.47653,8.72227",1836,u0q0qkz37,N31E05,Lake,Subarctic climate,Muscovite
193027,mindat:1:2:193027:,Generated_GUID,"46.41063,8.68020",2451,u0q0j8b9x,N31E05,Mountain,Subarctic climate,Quartz
188640,mindat:1:2:188640:,Generated_GUID,"46.32406,9.62925",2896,u0nze15c1,N31E05,Slope,Tundra,Uranophane
223683,mindat:1:2:223683:,Generated_GUID,"46.16486,7.70432",2540,u0jqxk41g,N31E04,Unknown,Tundra,Kutnohorite
134488,mindat:1:2:134488:,Generated_GUID,"46.35648,8.49212",1785,u0np9nzy0,N31E05,Alpine Pasture,Subarctic climate,Gold
191647,mindat:1:2:191647:,Generated_GUID,"46.67700,8.64087",2714,u0q1s9k14,N32E05,Pass,Tundra,Phenakite
23617,mindat:1:2:23617:,Generated_GUID,"46.12000,7.00139",1652,u0hyr7fk2,N31E04,Prospect,Tundra,Vochtenite
14678,mindat:1:2:14678:,Generated_GUID,"46.76454,8.75064",1557,u0q4p1hp0,N32E05,Valley,Tundra,Cerussite
250821,mindat:1:2:250821:,Generated_GUID,"46.10169,7.58245",2364,u0jqk893u,N31E04,Glacier,Tundra,Chrysotile
122627,mindat:1:2:122627:,Generated_GUID,"46.53047,9.32470",1795,u0q8snw59,N32E05,Deposit,Tundra,Kutnohorite
134120,mindat:1:2:134120:,Generated_GUID,"47.11667,7.55000",480,u0mk5c3dr,N32E04,Meteorite Fall Location,Temperate oceanic climate,'Plagioclase'
245918,mindat:1:2:245918:,Generated_GUID,"46.29264,10.07775",968,u0ppm766h,N31E06,Village,Tundra,Metastibnite
188912,mindat:1:2:188912:,Generated_GUID,"46.55828,9.02326",2997,u0q2v7dt9,N32E05,Mountain,Tundra,Hematite
191468,mindat:1:2:191468:,Generated_GUID,"46.26651,8.08563",3194,u0jxpyxcb,N31E05,Mountain,Subarctic climate,Fluorite
133201,mindat:1:2:133201:,Generated_GUID,"46.55611,8.56722",2093,u0q0fgq3n,N32E05,Mountain Area,Tundra,Muscovite
193361,mindat:1:2:193361:,Generated_GUID,"46.46612,7.87721",3130,u0m876bh8,N31E04,Mountain,Tundra,Scheelite
133996,mindat:1:2:133996:,Generated_GUID,"46.32670,9.56654",1102,u0nz99w0s,N31E05,Valley,Tundra,Krupkaite
271093,mindat:1:2:271093:,Generated_GUID,"47.50562,7.85212",533,u0mw68jsr,N32E04,Unknown,Temperate oceanic climate,Yukonite ?
191715,mindat:1:2:191715:,Generated_GUID,"47.68622,8.59708",572,u0qp79h0q,N32E05,Hill,Temperate oceanic climate,Maghemite
108287,mindat:1:2:108287:,Generated_GUID,"46.07528,7.93000",3164,u0jwh7wry,N31E04,Mountain,Tundra,Chrysotile
133207,mindat:1:2:133207:,Generated_GUID,"46.44849,8.49593",2567,u0q01rdw1,N31E05,Slope,Subarctic climate,Siderite
418871,mindat:1:2:418871:,Generated_GUID,"46.62215,8.83949",1698,u0q31pk9w,N32E05,Placer,Tundra,Mansfieldite
245911,mindat:1:2:245911:,Generated_GUID,"46.37486,10.03378",2129,u0ppu663h,N31E06,Alpine Pasture,Tundra,Stibnite
188757,mindat:1:2:188757:,Generated_GUID,"47.05100,8.79985",1129,u0q78jrgg,N32E05,Quarry,Temperate oceanic climate,'Apatite'
246339,mindat:1:2:246339:,Generated_GUID,"46.54711,9.48568",2239,u0q8zcek8,N32E05,Mountain,Tundra,Hematite
68485,mindat:1:2:68485:,Generated_GUID,"46.11111,7.32583",2211,u0jnqdq88,N31E04,Lake,Tundra,Cleusonite (TL)
122697,mindat:1:2:122697:,Generated_GUID,"46.08009,7.07598",793,u0jn1h8ef,N31E04,Unknown,Tundra,Muscovite
133248,mindat:1:2:133248:,Generated_GUID,"46.69310,8.80050",1860,u0q38k0r4,N32E05,Unknown,Tundra,Rutile
29216,mindat:1:2:29216:,Generated_GUID,"46.08909,7.10774",1313,u0jn1wr8q,N31E04,Unknown,Tundra,Rhodochrosite
134086,mindat:1:2:134086:,Generated_GUID,"46.23765,7.63596",2553,u0jrjc23f,N31E04,Mine (Abandoned) - last checked 2020,Tundra,Brochantite
7758,mindat:1:2:7758:,Generated_GUID,"46.69243,8.70162",2411,u0q1wh074,N32E05,Valley,Tundra,var. Amethyst
49520,mindat:1:2:49520:,Generated_GUID,"47.05762,9.45112",493,u0qexnd4e,N32E05,Mine,Temperate oceanic climate,Rhodochrosite
188750,mindat:1:2:188750:,Generated_GUID,"47.56519,8.34761",392,u0mytfyx3,N32E05,Quarry,Temperate oceanic climate,Ilesite
23066,mindat:1:2:23066:,Generated_GUID,"46.21007,7.82152",1210,u0jwcur3n,N31E04,Group of Quarries,Tundra,'Tourmaline'
14685,mindat:1:2:14685:,Generated_GUID,"46.16583,7.72333",2807,u0jqxspzq,N31E04,Glacier,Tundra,Kutnohorite
359484,mindat:1:2:359484:,Generated_GUID,"46.30192,10.03446",1616,u0ppkm4b5,N31E06,Quarry,Tundra,var. Diallage
260759,mindat:1:2:260759:,Generated_GUID,"46.78417,8.87472",2024,u0q61uy3s,N32E05,Occurrence,Tundra,Quartz
134128,mindat:1:2:134128:,Generated_GUID,"46.81861,7.21806",647,u0m4k7040,N32E04,Meteorite Fall Location,Temperate oceanic climate,'Plagioclase'
134064,mindat:1:2:134064:,Generated_GUID,"46.00241,7.75193",2247,u0jt8qkz3,N31E04,Mountain,Tundra,Forsterite
31871,mindat:1:2:31871:,Generated_GUID,"46.32028,7.75500",850,u0jx82r50,N31E04,Tunnel,Tundra,Muscovite
288517,mindat:1:2:288517:,Generated_GUID,"47.35819,7.65606",954,u0mmqjqcr,N32E04,Pass,Temperate oceanic climate,Lagalyite
191744,mindat:1:2:191744:,Generated_GUID,"47.46219,8.23824",360,u0my52nzm,N32E05,Pit,Temperate oceanic climate,Mirabilite
134431,mindat:1:2:134431:,Generated_GUID,"46.29806,9.57389",2776,u0nz3u73x,N31E05,Mountain,Tundra,Columbite-(Fe)
246069,mindat:1:2:246069:,Generated_GUID,"46.79825,9.70315",1453,u0qfhz3ee,N32E05,Deposit,Tundra,Piemontite
134450,mindat:1:2:134450:,Generated_GUID,"46.26236,6.89469",1949,u0hzhvu9c,N31E04,Mountain,Temperate oceanic climate,Rutile
257497,mindat:1:2:257497:,Generated_GUID,"46.56250,9.68028",2493,u0qbuk2yn,N32E05,Unknown,Tundra,Muscovite
191714,mindat:1:2:191714:,Generated_GUID,"47.54061,8.60555",709,u0qn7yd25,N32E05,Mountain Range,Temperate oceanic climate,Maghemite
286047,mindat:1:2:286047:,Generated_GUID,"46.24140,7.02152",548,u0hzpcbzt,N31E04,Unknown,Tundra,Quartz
191391,mindat:1:2:191391:,Generated_GUID,"46.93877,10.43253",2548,u0r7j2uwp,N32E06,Unknown,Tundra,Allophane
426830,mindat:1:2:426830:,Generated_GUID,"46.95053,7.49473",615,u0m74e16x,N32E04,Quarry,Temperate oceanic climate,'Sandstone
56465,mindat:1:2:56465:,Generated_GUID,"46.93123,6.65697",766,u0kdzrx6n,N32E04,Mine,Temperate oceanic climate,'Limonite'
134121,mindat:1:2:134121:,Generated_GUID,"46.93333,7.21667",509,u0m4upzn2,N32E04,Meteorite Fall Location,Temperate oceanic climate,'Fayalite-Forsterite Series'
188749,mindat:1:2:188749:,Generated_GUID,"47.43491,8.06169",610,u0mtz7q26,N32E04,Pass,Temperate oceanic climate,var. Barium-rich Celestine
29353,mindat:1:2:29353:,Generated_GUID,"46.57167,8.83000",3167,u0q2byjg9,N32E05,Mountain,Tundra,Datolite
134415,mindat:1:2:134415:,Generated_GUID,"46.18940,7.05935",1666,u0jnb8s2y,N31E04,Unknown,Tundra,'Apatite'
134031,mindat:1:2:134031:,Generated_GUID,"46.68513,8.85747",1140,u0q39dcb9,N32E05,Gorge,Tundra,Stibnite
22954,mindat:1:2:22954:,Generated_GUID,"46.56128,8.33670",2163,u0mbvsnx5,N32E05,Pass,Subarctic climate,var. Smoky Quartz
191618,mindat:1:2:191618:,Generated_GUID,"47.74798,8.68782",476,u0qptsq20,N32E05,Quarry,Temperate oceanic climate,Marcasite
191619,mindat:1:2:191619:,Generated_GUID,"47.36310,7.23463",566,u0mjkwhn5,N32E04,Unknown,Temperate oceanic climate,'var. Bean Ore'
31869,mindat:1:2:31869:,Generated_GUID,"46.07960,7.87880",3334,u0jw5k91j,N31E04,Occurrence,Tundra,Fluorapatite
191934,mindat:1:2:191934:,Generated_GUID,"47.39830,7.17893",595,u0mjekee1,N32E04,Quarry (Active) - last checked 2019,Temperate oceanic climate,Calcite
134463,mindat:1:2:134463:,Generated_GUID,"46.49888,9.61619",2273,u0qbdbf79,N31E05,Unknown,Tundra,Ilvaite
134440,mindat:1:2:134440:,Generated_GUID,"46.42013,8.49978",2431,u0q016t2g,N31E05,Unknown,Subarctic climate,Beryl
417931,mindat:1:2:417931:,Generated_GUID,"46.47403,9.11971",2721,u0q2rs2fb,N31E05,Outcrop,Subarctic climate,Rutile
134455,mindat:1:2:134455:,Generated_GUID,"46.67140,8.78450",1386,u0q1xbk8t,N32E05,Valley,Tundra,Boulangerite
56466,mindat:1:2:56466:,Generated_GUID,"46.32489,6.88858",512,u0hzsc0n5,N31E04,Quarry,Temperate oceanic climate,Azurite
242510,mindat:1:2:242510:,Generated_GUID,"46.57627,8.75081",2909,u0q0znunk,N32E05,Unknown,Tundra,Malachite
155814,mindat:1:2:155814:,Generated_GUID,"46.49994,8.49958",1468,u0q093j1y,N31E05,Hamlet,Subarctic climate,Muscovite
188650,mindat:1:2:188650:,Generated_GUID,"47.36649,7.22712",596,u0mjkqy9g,N32E04,Unknown,Temperate oceanic climate,var. Amethyst
265486,mindat:1:2:265486:,Generated_GUID,"46.56936,8.45579",2633,u0q0bmtq4,N32E05,Mountain Area,Subarctic climate,Anatase
7685,mindat:1:2:7685:,Generated_GUID,"46.29500,9.11361",885,u0nrr7srf,N31E05,Group of Quarries,Subarctic climate,'Hornblende Root Name Group'
417317,mindat:1:2:417317:,Generated_GUID,"46.44525,8.27623",2158,u0mbhr4e4,N31E05,Alpine Pasture,Subarctic climate,Titanite
134122,mindat:1:2:134122:,Generated_GUID,"47.13338,7.14407",1335,u0mh4s65u,N32E04,Meteorite Fall Location,Temperate oceanic climate,Schreibersite
134509,mindat:1:2:134509:,Generated_GUID,"47.02833,8.62111",548,u0q5s1jxy,N32E05,Quarry,Temperate oceanic climate,var. Oil Quartz
131013,mindat:1:2:131013:,Generated_GUID,"46.23728,7.85210",1473,u0jx49jxx,N31E04,Deposit,Tundra,Uraninite
134375,mindat:1:2:134375:,Generated_GUID,"46.01654,7.84767",3261,u0jtf949b,N31E04,Mountain,Tundra,Magnetite
29366,mindat:1:2:29366:,Generated_GUID,"47.18167,7.25167",616,u0mhmj0t0,N32E04,Quarry,Temperate oceanic climate,Celestine
191717,mindat:1:2:191717:,Generated_GUID,"46.04620,7.93552",2823,u0jtuw6qx,N31E05,Glacier,Tundra,'Chlorite Group'
133278,mindat:1:2:133278:,Generated_GUID,"46.03675,7.82284",2918,u0jtfh8rt,N31E04,Deposit,Tundra,Spessartine
220211,mindat:1:2:220211:,Generated_GUID,"46.65558,6.53632",545,u0k9ktrs7,N32E04,Quarry,Temperate oceanic climate,Baryte
12413,mindat:1:2:12413:,Generated_GUID,"46.06861,7.91583",2997,u0jwh4s1h,N31E04,Outcrop,Tundra,Titanite
122692,mindat:1:2:122692:,Generated_GUID,"46.19028,7.68056",2500,u0jqyb8vc,N31E04,Mine,Tundra,Brochantite
188887,mindat:1:2:188887:,Generated_GUID,"46.19742,8.13984",1006,u0jyc1zpr,N31E05,Village,Subarctic climate,Gold
29314,mindat:1:2:29314:,Generated_GUID,"46.79556,6.52056",756,u0kdhqu5g,N32E04,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Baryte
133994,mindat:1:2:133994:,Generated_GUID,"46.13320,8.71930",189,u0nnqqm1q,N31E05,Valley,Subarctic climate,Cordierite
134445,mindat:1:2:134445:,Generated_GUID,"46.11749,6.97984",2271,u0hyqg6tf,N31E04,Vein,Temperate oceanic climate,Uranophane
424715,mindat:1:2:424715:,Generated_GUID,"46.29847,10.01472",2252,u0pp7ukkp,N31E06,Group of Mines (Abandoned) - last checked 2022,Tundra,Andradite
191652,mindat:1:2:191652:,Generated_GUID,"46.45638,9.38944",2340,u0q8m9jhj,N31E05,Valley,Subarctic climate,Braunite
29199,mindat:1:2:29199:,Generated_GUID,"46.40924,8.11506",1757,u0mb08t1q,N31E05,Creek,Subarctic climate,Wulfenite
188954,mindat:1:2:188954:,Generated_GUID,"46.32444,9.70139",2447,u0nzsc076,N31E05,Glacier,Tundra,Galenobismutite
428982,mindat:1:2:428982:,Generated_GUID,"46.68385,7.77045",649,u0m98fd30,N32E04,Quarry,Temperate oceanic climate,'Petroleum'
192978,mindat:1:2:192978:,Generated_GUID,"46.55610,8.25993",2756,u0mbggq8y,N32E05,Cleft,Subarctic climate,var. Smoky Quartz
127199,mindat:1:2:127199:,Generated_GUID,"46.23917,7.65389",2986,u0jrn1t6s,N31E04,Unknown,Tundra,Argentopearceite
417930,mindat:1:2:417930:,Generated_GUID,"46.39445,9.17576",2161,u0nxbvce6,N31E05,Outcrop,Subarctic climate,'Apatite'
404851,mindat:1:2:404851:,Generated_GUID,"47.70684,8.81155",412,u0qr2sb27,N32E05,Dike,Temperate oceanic climate,Augite
191657,mindat:1:2:191657:,Generated_GUID,"46.62694,10.25028",2620,u0r3320j8,N32E06,Mountain,Tundra,Cerussite
35157,mindat:1:2:35157:,Generated_GUID,"46.53889,8.51944",2908,u0q0cb5st,N32E05,Peak,Tundra,Fluorite
188916,mindat:1:2:188916:,Generated_GUID,"46.58829,8.83169",2689,u0q30cph3,N32E05,Mountain,Tundra,var. Smoky Quartz
217957,mindat:1:2:217957:,Generated_GUID,"46.27743,8.57602",2183,u0np70sce,N31E05,Mountain,Subarctic climate,Laumontite
191702,mindat:1:2:191702:,Generated_GUID,"46.53052,8.83140",1777,u0q28ywgf,N32E05,Unknown,Tundra,Kyanite
246463,mindat:1:2:246463:,Generated_GUID,"46.01441,8.86157",571,u0nmc8sv3,N31E05,Unknown,Subarctic climate,Muscovite
105794,mindat:1:2:105794:,Generated_GUID,"46.67417,8.64195",2821,u0q1s8ubs,N32E05,Mountain,Tundra,var. Smoky Quartz
68879,mindat:1:2:68879:,Generated_GUID,"46.17194,7.37083",2293,u0jnxtr70,N31E04,Unknown,Tundra,'var. Titanium-bearing Biotite'
13708,mindat:1:2:13708:,Generated_GUID,"46.29657,8.61876",388,u0npkh5cp,N31E05,Group of Quarries,Subarctic climate,var. Andesine
188868,mindat:1:2:188868:,Generated_GUID,"46.62671,9.40756",1508,u0q9q04kh,N32E05,Unknown,Tundra,Clinochlore
134460,mindat:1:2:134460:,Generated_GUID,"46.55292,9.64135",1868,u0qbg6sw7,N32E05,Deposit,Tundra,Parsettensite
191395,mindat:1:2:191395:,Generated_GUID,"46.24131,9.07996",564,u0nrn9gz4,N31E05,Valley,Subarctic climate,'Tourmaline'
191593,mindat:1:2:191593:,Generated_GUID,"46.83287,9.80500",2657,u0qfrjev1,N32E05,Pass,Tundra,Hercynite
3213,mindat:1:2:3213:,Generated_GUID,"46.64417,8.70917",1673,u0q1q5mcf,N32E05,Gorge,Tundra,var. Amethyst
193402,mindat:1:2:193402:,Generated_GUID,"46.70917,8.98972",2008,u0q3sx4he,N32E05,Mountain,Tundra,Cerussite
133214,mindat:1:2:133214:,Generated_GUID,"46.42228,9.78369",2325,u0qbndum2,N31E05,Deposit,Tundra,Tephroite
4633,mindat:1:2:4633:,Generated_GUID,"46.26833,8.08583",3007,u0jxpyzut,N31E05,Unknown,Subarctic climate,Dickite
188628,mindat:1:2:188628:,Generated_GUID,"46.73722,9.22972",1076,u0q9fh2bh,N32E05,Occurrence,Tundra,Muscovite
193419,mindat:1:2:193419:,Generated_GUID,"46.70112,7.21319",1215,u0m1sjsmx,N32E04,Gorge,Temperate oceanic climate,Strontianite
3222,mindat:1:2:3222:,Generated_GUID,"46.43306,8.77694",2871,u0q0pszhj,N31E05,Mountain,Subarctic climate,Muscovite
22190,mindat:1:2:22190:,Generated_GUID,"46.54639,9.46222",2153,u0q8z3d0m,N32E05,Mine,Tundra,Scheuchzerite (TL)
188955,mindat:1:2:188955:,Generated_GUID,"46.22722,9.04778",255,u0nqvzkmh,N31E05,Unknown,Subarctic climate,Sillimanite
134503,mindat:1:2:134503:,Generated_GUID,"46.97943,8.24876",1816,u0mg78qe1,N32E05,Mountain Range,Subarctic climate,Calcite
134619,mindat:1:2:134619:,Generated_GUID,"46.53444,9.46444",2808,u0q8xr7fc,N32E05,Mountain,Tundra,Siderite
134020,mindat:1:2:134020:,Generated_GUID,"46.47798,8.57711",2253,u0q07jj9v,N31E05,Lake,Subarctic climate,'Biotite'
191716,mindat:1:2:191716:,Generated_GUID,"47.67761,8.49284",525,u0qp1r2q1,N32E05,Hill,Temperate oceanic climate,Maghemite
193529,mindat:1:2:193529:,Generated_GUID,"46.63452,8.62629",1916,u0q1k393z,N32E05,Unknown,Tundra,var. Oligoclase-Albite
191766,mindat:1:2:191766:,Generated_GUID,"46.54128,8.18136",3325,u0mbf0t6x,N32E05,Unknown,Subarctic climate,var. Rock Crystal
193420,mindat:1:2:193420:,Generated_GUID,"46.69538,7.87787",600,u0m9ek8kr,N32E04,Village,Temperate oceanic climate,Quartz
134097,mindat:1:2:134097:,Generated_GUID,"46.16188,7.60264",2012,u0jqt5806,N31E04,Mine,Tundra,Hematite
191418,mindat:1:2:191418:,Generated_GUID,"46.07973,7.13043",723,u0jn4k81z,N31E04,Mine,Tundra,Hydrozincite
143364,mindat:1:2:143364:,Generated_GUID,"46.11389,7.33000",2314,u0jnqfc8c,N31E04,Unknown,Tundra,Monazite-(Ce)
188630,mindat:1:2:188630:,Generated_GUID,"46.34167,9.61056",1179,u0nzdsnpy,N31E05,Gully,Tundra,Zircon
191945,mindat:1:2:191945:,Generated_GUID,"46.84084,9.43908",694,u0qdqz17d,N32E05,Unknown,Tundra,'Chlorite Group'
193533,mindat:1:2:193533:,Generated_GUID,"46.97856,9.25316",1960,u0qe681vy,N32E05,Unknown,Tundra,Hematite
3211,mindat:1:2:3211:,Generated_GUID,"46.55333,9.64694",2143,u0qbgdb8y,N32E05,Mine (Abandoned) - last checked 2023,Tundra,Kutnohorite
16292,mindat:1:2:16292:,Generated_GUID,"46.22525,7.17897",1809,u0jngr59d,N31E04,Unknown,Tundra,Nontronite
341186,mindat:1:2:341186:,Generated_GUID,"46.42847,9.63701",2340,u0qb5k13q,N31E05,Deposit,Tundra,Ilvaite
245669,mindat:1:2:245669:,Generated_GUID,"46.84876,9.44671",1106,u0qdwbwcu,N32E05,Prospect,Tundra,Gold
188746,mindat:1:2:188746:,Generated_GUID,"47.37413,7.88002",606,u0mte24n3,N32E04,Pit,Temperate oceanic climate,Baryte
29322,mindat:1:2:29322:,Generated_GUID,"46.84778,9.43667",1244,u0qdw8rs4,N32E05,Mine,Tundra,Muscovite
341185,mindat:1:2:341185:,Generated_GUID,"46.39012,9.65378",1827,u0nzgtjdj,N31E05,Slag Locality,Tundra,Pentlandite
193405,mindat:1:2:193405:,Generated_GUID,"46.74969,8.66658",1523,u0q1vnwb9,N32E05,Mine,Tundra,Sphalerite
57442,mindat:1:2:57442:,Generated_GUID,"46.56406,8.63472",2692,u0q0ukxx7,N32E05,Unknown,Tundra,Muscovite
123472,mindat:1:2:123472:,Generated_GUID,"46.44914,8.26452",1629,u0mbhpf1c,N31E05,Valley,Subarctic climate,'Apatite'
424885,mindat:1:2:424885:,Generated_GUID,"46.68782,7.35603",1232,u0m1x7k82,N32E04,Scree Slope,Temperate oceanic climate,Dickite
108068,mindat:1:2:108068:,Generated_GUID,"46.61395,8.56666",1694,u0q14vy1c,N32E05,Quarry,Tundra,Dolomite
134448,mindat:1:2:134448:,Generated_GUID,"46.23500,7.71194",1760,u0jrp2zdm,N31E04,Alluvials,Tundra,Gold
133204,mindat:1:2:133204:,Generated_GUID,"46.59078,8.80375",1809,u0q303ddy,N32E05,Mountain,Tundra,'Apatite'
417927,mindat:1:2:417927:,Generated_GUID,"46.39129,9.17631",2321,u0nxbv3bz,N31E05,Mountain,Subarctic climate,Paragonite
134446,mindat:1:2:134446:,Generated_GUID,"46.86266,9.47086",1568,u0qdxe06y,N32E05,Unknown,Tundra,'Bindheimite'
191625,mindat:1:2:191625:,Generated_GUID,"46.15111,7.45389",1045,u0jq99ec8,N31E04,Unknown,Tundra,Muscovite
253255,mindat:1:2:253255:,Generated_GUID,"46.10945,7.54897",3049,u0jq7cbzp,N31E04,Mountain,Tundra,Chromite
133991,mindat:1:2:133991:,Generated_GUID,"46.56409,8.59571",2287,u0q0gsepq,N32E05,Lake,Tundra,Fluorite
302686,mindat:1:2:302686:,Generated_GUID,"46.26714,9.20413",1168,u0nx1qwjx,N31E05,Unknown,Subarctic climate,'Chlorite Group'
191675,mindat:1:2:191675:,Generated_GUID,"46.45118,8.61345",2606,u0q0k00ju,N31E05,Unknown,Subarctic climate,'Chlorite Group'
191783,mindat:1:2:191783:,Generated_GUID,"46.44924,8.53932",2389,u0q04rf4k,N31E05,Lake,Subarctic climate,var. Oligoclase-Albite
122681,mindat:1:2:122681:,Generated_GUID,"46.68711,9.53261",914,u0qc8gjkj,N32E05,Outcrop,Tundra,Baryte
134118,mindat:1:2:134118:,Generated_GUID,"47.06448,9.18338",1878,u0qe8zz4k,N32E05,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Beudantite
245916,mindat:1:2:245916:,Generated_GUID,"46.33460,10.00786",2293,u0ppedzw8,N31E06,Mountain Area,Tundra,Anorthite
193072,mindat:1:2:193072:,Generated_GUID,"46.90997,8.59183",430,u0q4ge8qk,N32E05,Unknown,Tundra,'Glauconite'
134528,mindat:1:2:134528:,Generated_GUID,"47.32306,9.53417",603,u0qv0yysf,N32E05,Cave,Temperate oceanic climate,Calcite
191700,mindat:1:2:191700:,Generated_GUID,"46.35083,9.62167",1072,u0nzdvym1,N31E05,Village,Tundra,Magnesio-riebeckite
43246,mindat:1:2:43246:,Generated_GUID,"46.22449,7.71244",1771,u0jqzwbj0,N31E04,Valley,Tundra,Paragonite
191916,mindat:1:2:191916:,Generated_GUID,"46.52219,8.87403",1417,u0q29vjg7,N32E05,Unknown,Tundra,Anatase
188953,mindat:1:2:188953:,Generated_GUID,"46.77767,10.26068",1434,u0r617xee,N32E06,Unknown,Tundra,var. Taraspite
69716,mindat:1:2:69716:,Generated_GUID,"45.95156,8.92502",637,u0nm7j4zr,N31E05,Quarry,Temperate oceanic climate,Samarskite-(Y)
106974,mindat:1:2:106974:,Generated_GUID,"46.61250,8.41694",3482,u0mcpt913,N32E05,Mountain,Subarctic climate,'Chlorite Group'
28873,mindat:1:2:28873:,Generated_GUID,"46.65983,8.72062",1532,u0q1qqnjj,N32E05,Unknown,Tundra,Anatase
157671,mindat:1:2:157671:,Generated_GUID,"45.98139,7.75806",2740,u0jt8d9jp,N31E04,Mountain,Subarctic climate,'Garnet Group'
253688,mindat:1:2:253688:,Generated_GUID,"46.13195,7.85802",3433,u0jw6y441,N31E04,Glacier,Tundra,'Chlorite Group'
191711,mindat:1:2:191711:,Generated_GUID,"46.02617,7.48203",1993,u0jmf6b1z,N31E04,Valley,Tundra,Chabazite-Ca
134067,mindat:1:2:134067:,Generated_GUID,"46.30197,10.02993",1757,u0ppkjp8d,N31E06,Hamlet,Tundra,var. Diallage
302435,mindat:1:2:302435:,Generated_GUID,"46.25500,9.22694",1256,u0nx1uqyg,N31E05,Valley,Subarctic climate,Forsterite
6985,mindat:1:2:6985:,Generated_GUID,"46.29468,8.12565",3096,u0jz2gsyj,N31E05,Mountain,Subarctic climate,Muscovite
188932,mindat:1:2:188932:,Generated_GUID,"46.52845,7.43371",2163,u0m29njpc,N32E04,Unknown,Temperate oceanic climate,Hematite
127288,mindat:1:2:127288:,Generated_GUID,"46.19917,6.00222",379,u0hqbd69t,N31E04,Alluvial Deposit,Temperate oceanic climate,Rutile
134057,mindat:1:2:134057:,Generated_GUID,"46.23544,7.59054",1795,u0jrh8zkb,N31E04,Mine,Tundra,Plumbojarosite
122688,mindat:1:2:122688:,Generated_GUID,"46.03748,7.18409",2386,u0jjgkz79,N31E04,Unknown,Tundra,Olivenite
134532,mindat:1:2:134532:,Generated_GUID,"46.57842,8.32349",1945,u0mbvrkfz,N32E05,Cleft,Subarctic climate,Quartz
245717,mindat:1:2:245717:,Generated_GUID,"46.53740,9.49926",2505,u0qb8pv5u,N32E05,Ridge,Tundra,Fluorapatite
192978,mindat:1:2:192978:,Generated_GUID,"46.55610,8.25993",2614,u0mbggq8y,N32E05,Cleft,Subarctic climate,Quartz
122690,mindat:1:2:122690:,Generated_GUID,"46.16474,7.61815",1721,u0jqtk535,N31E04,Mine,Tundra,Allophane
133227,mindat:1:2:133227:,Generated_GUID,"46.62741,9.48154",2170,u0q9rb20r,N32E05,Mine,Tundra,var. Silver-bearing Galena
56467,mindat:1:2:56467:,Generated_GUID,"46.10918,7.25686",2318,u0jnm1um3,N31E04,Group of Mines,Tundra,Olivenite
193412,mindat:1:2:193412:,Generated_GUID,"46.02617,7.48109",2039,u0jmf4z9f,N31E04,Village,Tundra,var. Diallage
3229,mindat:1:2:3229:,Generated_GUID,"46.44624,8.49302",2653,u0q01r22v,N31E05,Unknown,Subarctic climate,Siderite
133396,mindat:1:2:133396:,Generated_GUID,"46.33846,9.72451",3142,u0nzt79jj,N31E05,Mountain,Tundra,Brochantite
245915,mindat:1:2:245915:,Generated_GUID,"46.39004,10.01357",2933,u0ppgv59t,N31E06,Mountain,Tundra,Rutile
