Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral,Category
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Tourmaline,SILICATE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Sphalerite,ALUMINIUM_SILIKATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Baryte,CARBONATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Wulfenite,ARSENATE
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Ilmenite,OXIDE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Anatase,RUTIL
22190,"46.54639,9.46222",2153,Mine,Tundra,Fluorapatite,QUARTZ
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Caryopilite,SERPENTIN
29322,"46.84778,9.43667",1244,Mine,Tundra,Baryte,CARBONATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Pyromorphite,PHOSPHATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Tangdanite,SULFATE_UND_HYDROXIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Turtmannite,SILICATE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Todorokite,SULFATE_UND_HYDROXIDE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Aragonite,DOLOMIT
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Magnetite,SULFIDE
134057,"46.23544,7.59054",1795,Mine,Tundra,Caledonite,SULFATE_UND_HYDROXIDE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Malachite,CARBONATE
122690,"46.16474,7.61815",1721,Mine,Tundra,Hörnesite,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Dravite-Schorl Series,GLIMMER
3233,"46.21667,7.60000",1607,Mine,Tundra,Beaverite,SONSTIGES
134088,"46.23314,7.61573",2338,Vein,Tundra,Chrysocolla,PHOSPHATE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Heyrovskýite,SILICATE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Neotocite,SULFATE_UND_HYDROXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Whitmoreite,SULFATE_UND_HYDROXIDE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Ilmenite,OXIDE
7758,"46.69243,8.70162",2441,Valley,Tundra,Chabazite,SILICATE
10231,"46.21667,7.60000",1607,Mine,Tundra,Symplesite,ARSENATE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Dawsonite,SULFATE_UND_HYDROXIDE
122628,"46.26083,7.02917",492,Mine,Tundra,Paratacamite,SULFIDE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Baryte,CARBONATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Orthoclase,FELDSPAT
133989,"46.18942,7.03808",776,Unknown,Tundra,Hemimorphite,SILICATE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Enstatite,OXIDE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Goethite,SULFIDE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Calcite,CARBONATE
41161,"46.13194,7.73806",3365,Pass,Tundra,Sphalerite,ALUMINIUM_SILIKATE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Chalcopyrite,PHOSPHATE
6478,"46.57306,9.68444",2241,Mine,Tundra,Ranciéite,SULFATE_UND_HYDROXIDE
108726,"46.21483,7.60335",1626,Mine,Tundra,Leadhillite,SULFIDE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Azurite,PHOSPHATE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Graphite,METALLE_UND_LEGIERUNGEN
223683,"46.16486,7.70432",2540,Unknown,Tundra,Hörnesite,SILICATE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Muscovite,SILICATE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Hausmannite,OXIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Almandine,SILICATE
122697,"46.08009,7.07598",793,Unknown,Tundra,Chalcanthite,SULFATE_UND_HYDROXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Zoisite,PHOSPHATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Chabazite,SILICATE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Crednerite,SULFATE_UND_HYDROXIDE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Enstatite,OXIDE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Anatase,RUTIL
134031,"46.68513,8.85747",1140,Gorge,Tundra,Arsenopyrite,PHOSPHATE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Idaite,SONSTIGE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Allanite,SILICATE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Babingtonite,SULFATE_UND_HYDROXIDE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Adularia,FELDSPAT
122692,"46.19028,7.68056",2500,Mine,Tundra,Safflorite,ARSENATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Anglesite,ARSENATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Azurite,PHOSPHATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Barylite,SULFATE_UND_HYDROXIDE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Conichalcite,SULFATE_UND_HYDROXIDE
29322,"46.84778,9.43667",1244,Mine,Tundra,Tourmaline,SILICATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Byssolite,GLIMMER
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Chalcocite,SULFATE_UND_HYDROXIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Löllingite,SULFIDE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Orthoclase,FELDSPAT
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Calcite,CARBONATE
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Talc,SILICATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Wulfenite,ARSENATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Acanthite,ARSENATE
122690,"46.16474,7.61815",1721,Mine,Tundra,Magnetite,SULFIDE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Brookite,SONSTIGE
3233,"46.21667,7.60000",1607,Mine,Tundra,Azurite,PHOSPHATE
134088,"46.23314,7.61573",2338,Vein,Tundra,Hematite,SULFIDE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Scorodite,ARSENATE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Calderite,OXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Fluorapatite,QUARTZ
7758,"46.69243,8.70162",2441,Valley,Tundra,Illite,SILICATE
10231,"46.21667,7.60000",1607,Mine,Tundra,Winchite,AMPHIBOLE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Tourmaline,SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Halite,SONSTIGE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Tourmaline,SILICATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Hematite,SULFIDE
133989,"46.18942,7.03808",776,Unknown,Tundra,Chlorapatite,CHLORIT
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Clinochlore,SILICATE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Prehnite,ALUMINIUM_SILIKATE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Pyrite,SULFIDE
41161,"46.13194,7.73806",3365,Pass,Tundra,Margarite,SILICATE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,K Feldspar,FELDSPAT
6478,"46.57306,9.68444",2241,Mine,Tundra,Analcime,SILICATE
108726,"46.21483,7.60335",1626,Mine,Tundra,Sabelliite,SULFATE_UND_HYDROXIDE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Metazeunerite,URANMINERALE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Malachite,CARBONATE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Nickeline,METALLE_UND_LEGIERUNGEN
23617,"46.12000,7.00139",1652,Prospect,Tundra,Metatyuyamunite,SULFATE_UND_HYDROXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Sarkinite,SULFATE_UND_HYDROXIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Allanite,SILICATE
122697,"46.08009,7.07598",793,Unknown,Tundra,Boyleite,SULFATE_UND_HYDROXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Linarite,HALOGENIDE_UND_SALZE
7758,"46.69243,8.70162",2411,Valley,Tundra,Illite,SILICATE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Hollandite,OXIDE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Andradite,SILICATE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Fluorapatite,QUARTZ
134031,"46.68513,8.85747",1140,Gorge,Tundra,Hydrozincite,CARBONATE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Mesolite,SULFATE_UND_HYDROXIDE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Demantoid,GRANAT
122692,"46.19028,7.68056",2500,Mine,Tundra,Langite,SULFIDE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hemimorphite,SILICATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Fluorapatite,QUARTZ
22190,"46.54639,9.46222",2153,Mine,Tundra,Paraniite,SONSTIGES
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Strontium-bearing Piemontite,CARBONATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Gold,METALLE_UND_LEGIERUNGEN
191625,"46.15111,7.45389",1045,Unknown,Tundra,Wulfenite,ARSENATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Calcite,CARBONATE
43246,"46.22449,7.71244",1771,Valley,Tundra,Erythrite,OXIDE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Hematite,SULFIDE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chalcocite,SULFATE_UND_HYDROXIDE
134057,"46.23544,7.59054",1795,Mine,Tundra,Anglesite,ARSENATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Duftite,URANMINERALE
122690,"46.16474,7.61815",1721,Mine,Tundra,Calcite,CARBONATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Rock Crystal,QUARTZ
3233,"46.21667,7.60000",1607,Mine,Tundra,Mimetite,ARSENATE
134088,"46.23314,7.61573",2338,Vein,Tundra,Clinochlore,SILICATE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Tourmaline,SILICATE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Palenzonaite,SULFATE_UND_HYDROXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Coquimbite,SULFATE_UND_HYDROXIDE
7758,"46.69243,8.70162",2441,Valley,Tundra,Rock Crystal,QUARTZ
10231,"46.21667,7.60000",1607,Mine,Tundra,Gersdorffite,PHOSPHATE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Sagenite (of Saussure),SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Smithsonite,PHOSPHATE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Gold,METALLE_UND_LEGIERUNGEN
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Kaolinite,SILICATE
133989,"46.18942,7.03808",776,Unknown,Tundra,Beyerite,OXIDE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Sphalerite,ALUMINIUM_SILIKATE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Cosalite,SULFATE_UND_HYDROXIDE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Chalcopyrite,PHOSPHATE
41161,"46.13194,7.73806",3365,Pass,Tundra,Zinc-bearing Staurolite,OXIDE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Hammarite,SULFATE_UND_HYDROXIDE
6478,"46.57306,9.68444",2241,Mine,Tundra,Hematite,SULFIDE
108726,"46.21483,7.60335",1626,Mine,Tundra,Azurite,PHOSPHATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Mimetite,ARSENATE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Monazite,SILICATE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Calcite,CARBONATE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Zinczippeite,OXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Bementite,SULFATE_UND_HYDROXIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Arsenopyrite,PHOSPHATE
122697,"46.08009,7.07598",793,Unknown,Tundra,Sphalerite,ALUMINIUM_SILIKATE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Arsenopyrite,PHOSPHATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Rock Crystal,QUARTZ
14685,"46.16583,7.72333",2807,Glacier,Tundra,Wallkilldellite,SULFATE_UND_HYDROXIDE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Clinochlore,SILICATE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Scheelite,PHOSPHATE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Sphalerite,ALUMINIUM_SILIKATE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Scheelite,PHOSPHATE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Chamosite,SILICATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Rösslerite,OXIDE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hydrozincite,CARBONATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Malachite,CARBONATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Scheelite,PHOSPHATE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Tinzenite,SILICATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Anatase,RUTIL
191625,"46.15111,7.45389",1045,Unknown,Tundra,Anglesite,ARSENATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Heimite,SILICATE
43246,"46.22449,7.71244",1771,Valley,Tundra,Diaspore,CALCIT
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Kaolinite,SILICATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Starkeyite,SILICATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Hemimorphite,SILICATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Bindheimite,SILICATE
122690,"46.16474,7.61815",1721,Mine,Tundra,Nickeline,METALLE_UND_LEGIERUNGEN
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Hematite,SULFIDE
3233,"46.21667,7.60000",1607,Mine,Tundra,Wallkilldellite,SULFATE_UND_HYDROXIDE
134088,"46.23314,7.61573",2338,Vein,Tundra,Sphalerite,ALUMINIUM_SILIKATE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Sagenite (of Saussure),SILICATE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Tapiolite,AMPHIBOLE
7758,"46.69243,8.70162",2441,Valley,Tundra,Seidozerite,SULFATE_UND_HYDROXIDE
10231,"46.21667,7.60000",1607,Mine,Tundra,Löllingite,SULFIDE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Anatase,RUTIL
122628,"46.26083,7.02917",492,Mine,Tundra,Anhydrite,SULFATE_UND_HYDROXIDE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Anatase,RUTIL
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Sphalerite,ALUMINIUM_SILIKATE
133989,"46.18942,7.03808",776,Unknown,Tundra,Clinochlore,SILICATE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Almandine-Pyrope Series,GRANAT
29206,"46.09614,7.07974",474,Tunnel,Tundra,Trona,SULFATE_UND_HYDROXIDE
11336,"46.09111,7.11194",1416,Unknown,Tundra,K Feldspar,FELDSPAT
41161,"46.13194,7.73806",3365,Pass,Tundra,Fluorite,SONSTIGE
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Gold,METALLE_UND_LEGIERUNGEN
6478,"46.57306,9.68444",2241,Mine,Tundra,Cryptomelane,SONSTIGES
108726,"46.21483,7.60335",1626,Mine,Tundra,Wulfenite,ARSENATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Graphite,METALLE_UND_LEGIERUNGEN
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Saponite,CHLORIT
223683,"46.16486,7.70432",2540,Unknown,Tundra,Pyrobelonite,SULFIDE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Wölsendorfite,OXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Hedenbergite,PYROXENE
418871,"46.62215,8.83949",1698,Placer,Tundra,Plagioclase,FELDSPAT
122697,"46.08009,7.07598",793,Unknown,Tundra,Adularia,FELDSPAT
29216,"46.08909,7.10774",1313,Unknown,Tundra,Zircon,ALUMINIUM_SILIKATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Seidozerite,SULFATE_UND_HYDROXIDE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Fluorapatite,QUARTZ
359484,"46.30192,10.03446",1616,Quarry,Tundra,Demantoid,GRANAT
31871,"46.32028,7.75500",850,Tunnel,Tundra,Monazite,SILICATE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Römerite,PYROXENE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Apophyllite,SILICATE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Magnetite,SULFIDE
122692,"46.19028,7.68056",2500,Mine,Tundra,Fluorapatite,QUARTZ
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Hematite,SULFIDE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Monazite,SILICATE
22190,"46.54639,9.46222",2153,Mine,Tundra,Rhodonite,SONSTIGE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Hollandite,OXIDE
29322,"46.84778,9.43667",1244,Mine,Tundra,Azurite,PHOSPHATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hemimorphite,SILICATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Chalcopyrite,PHOSPHATE
43246,"46.22449,7.71244",1771,Valley,Tundra,Safflorite,ARSENATE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Sphalerite,ALUMINIUM_SILIKATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chalcopyrite,PHOSPHATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Hydrozincite,CARBONATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Zincolivenite,OXIDE
122690,"46.16474,7.61815",1721,Mine,Tundra,Eclarite,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Adularia,FELDSPAT
3233,"46.21667,7.60000",1607,Mine,Tundra,Malachite,CARBONATE
134088,"46.23314,7.61573",2338,Vein,Tundra,Magnetite,SULFIDE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Anatase,RUTIL
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Landesite,SONSTIGES
7758,"46.69243,8.70162",2441,Valley,Tundra,Byssolite,GLIMMER
10231,"46.21667,7.60000",1607,Mine,Tundra,Erythrite,OXIDE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Microcline,FELDSPAT
122628,"46.26083,7.02917",492,Mine,Tundra,Melanterite,SULFATE_UND_HYDROXIDE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Azurite,PHOSPHATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Sceptre Quartz,QUARTZ
133989,"46.18942,7.03808",776,Unknown,Tundra,Sphalerite,ALUMINIUM_SILIKATE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Glaucophane,AMPHIBOLE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Synchysite,SULFATE_UND_HYDROXIDE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Baryte,CARBONATE
41161,"46.13194,7.73806",3365,Pass,Tundra,Ankerite,DOLOMIT
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Synchysite,SULFATE_UND_HYDROXIDE
6478,"46.57306,9.68444",2241,Mine,Tundra,Arseniopleite,OXIDE
108726,"46.21483,7.60335",1626,Mine,Tundra,Chrysocolla,PHOSPHATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Malachite,CARBONATE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Allanite,SILICATE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Pyrite,SULFIDE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Zippeite,OXIDE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Ferri-ghoseite,SULFATE_UND_HYDROXIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Specularite,OXIDE
122697,"46.08009,7.07598",793,Unknown,Tundra,Sulphur,SULFIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Wulfenite,ARSENATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Byssolite,GLIMMER
14685,"46.16583,7.72333",2807,Glacier,Tundra,Malachite,CARBONATE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Antigorite,SERPENTIN
31871,"46.32028,7.75500",850,Tunnel,Tundra,Almandine,SILICATE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Fibroferrite,OXIDE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Heulandite-Ca,SILICATE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Cuprite,CARBONATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Acanthite,ARSENATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Sphalerite,ALUMINIUM_SILIKATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Silver,METALLE_UND_LEGIERUNGEN
22190,"46.54639,9.46222",2153,Mine,Tundra,Monazite,SILICATE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Anatase,RUTIL
29322,"46.84778,9.43667",1244,Mine,Tundra,Malachite,CARBONATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hydrozincite,CARBONATE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Pyrite,SULFIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Argandite,CARBONATE
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Sceptre Quartz,QUARTZ
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Diopside,SILICATE
134057,"46.23544,7.59054",1795,Mine,Tundra,Sphalerite,ALUMINIUM_SILIKATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cinnabar,ARSENATE
122690,"46.16474,7.61815",1721,Mine,Tundra,Chalcopyrite,PHOSPHATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Sceptre Quartz,QUARTZ
3233,"46.21667,7.60000",1607,Mine,Tundra,Acanthite,ARSENATE
134088,"46.23314,7.61573",2338,Vein,Tundra,Idaite,SONSTIGE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Fluorapatite,QUARTZ
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Mitridatite,SULFATE_UND_HYDROXIDE
7758,"46.69243,8.70162",2441,Valley,Tundra,Hematite,SULFIDE
10231,"46.21667,7.60000",1607,Mine,Tundra,Scorodite,ARSENATE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Smythite,SILICATE
122628,"46.26083,7.02917",492,Mine,Tundra,Natron,SULFATE_UND_HYDROXIDE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Malachite,CARBONATE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Fluorite,SONSTIGE
133989,"46.18942,7.03808",776,Unknown,Tundra,Parauranophane,URANMINERALE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Perovskite,OXIDE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Anatase,RUTIL
11336,"46.09111,7.11194",1416,Unknown,Tundra,Gold,METALLE_UND_LEGIERUNGEN
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Anatase,RUTIL
6478,"46.57306,9.68444",2241,Mine,Tundra,Opal,QUARTZ
108726,"46.21483,7.60335",1626,Mine,Tundra,Hydrozincite,CARBONATE
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Duftite,URANMINERALE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Brookite,SONSTIGE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Chalcopyrite,PHOSPHATE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Coffinite,URANMINERALE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Gasparite,SULFATE_UND_HYDROXIDE
418871,"46.62215,8.83949",1698,Placer,Tundra,Zircon,ALUMINIUM_SILIKATE
122697,"46.08009,7.07598",793,Unknown,Tundra,Rozenite,OXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hemimorphite,SILICATE
7758,"46.69243,8.70162",2411,Valley,Tundra,Hematite,SULFIDE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Argandite,CARBONATE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Perovskite,OXIDE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Allanite,SILICATE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Ilmenite,OXIDE
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Monazite,SILICATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Bismuth,ARSENATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Aurichalcite,CARBONATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Brookite,SONSTIGE
22190,"46.54639,9.46222",2153,Mine,Tundra,Goldmanite,SULFATE_UND_HYDROXIDE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Coralloite,SILICATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Blue Quartz,QUARTZ
191625,"46.15111,7.45389",1045,Unknown,Tundra,Hematite,SULFIDE
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Tennantite,SULFIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Saponite,CHLORIT
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Fluorite,SONSTIGE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Heazlewoodite,SULFIDE
134057,"46.23544,7.59054",1795,Mine,Tundra,Aurichalcite,CARBONATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Linarite,HALOGENIDE_UND_SALZE
122690,"46.16474,7.61815",1721,Mine,Tundra,Pyrite,SULFIDE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Schorl,SILICATE
3233,"46.21667,7.60000",1607,Mine,Tundra,Duftite,URANMINERALE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Tellurium,SULFATE_UND_HYDROXIDE
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Cacoxenite,PHOSPHATE
7758,"46.69243,8.70162",2441,Valley,Tundra,Quartz Gwindel,QUARTZ
10231,"46.21667,7.60000",1607,Mine,Tundra,Picropharmacolite,SULFATE_UND_HYDROXIDE
