Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral,Category
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Muscovite,SILICATE
191625,"46.15111,7.45389",1045,Unknown,Tundra,Ilmenite,OXIDE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Hercynite,SILICATE
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Enstatite,OXIDE
191675,"46.45118,8.61345",2606,Unknown,Subarctic climate,Tremolite,SULFIDE
191783,"46.44924,8.53932",2389,Lake,Subarctic climate,Axinite,SILICATE
122681,"46.68711,9.53261",914,Outcrop,Tundra,Muscovite-1M,GLIMMER
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Rutile,RUTIL
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Magnesite,SULFATE_UND_HYDROXIDE
191700,"46.35083,9.62167",1072,Village,Tundra,Winchite,AMPHIBOLE
43246,"46.22449,7.71244",1771,Valley,Tundra,Tephroite,SILICATE
191916,"46.52219,8.87403",1417,Unknown,Tundra,Quartz,QUARTZ
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Titanite,TITANIT
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Smoky Quartz,QUARTZ
28873,"46.65983,8.72062",1532,Unknown,Tundra,Monazite,SILICATE
253688,"46.13195,7.85802",3433,Glacier,Tundra,Xenotime,PHOSPHATE
191711,"46.02617,7.48203",1993,Valley,Tundra,Malachite,CARBONATE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chrysotile,SERPENTIN
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Albite,FELDSPAT
6985,"46.29468,8.12565",3096,Mountain,Subarctic climate,Rutile,RUTIL
188932,"46.52845,7.43371",2163,Unknown,Temperate oceanic climate,Calcite,CARBONATE
127288,"46.19917,6.00222",379,Alluvial Deposit,Temperate oceanic climate,Silver,METALLE_UND_LEGIERUNGEN
134057,"46.23544,7.59054",1795,Mine,Tundra,Tetrahedrite,ARSENATE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cupropolybasite,SILICATE
134532,"46.57842,8.32349",1945,Cleft,Subarctic climate,Calcite,CARBONATE
245717,"46.53740,9.49926",2505,Ridge,Tundra,Manganberzeliite,SULFIDE
192978,"46.55610,8.25993",2614,Cleft,Subarctic climate,Fluorite,SONSTIGE
122690,"46.16474,7.61815",1721,Mine,Tundra,Pharmacolite,ARSENATE
133227,"46.62741,9.48154",2170,Mine,Tundra,Bornite,SULFIDE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Uraninite,PHOSPHATE
193412,"46.02617,7.48109",2039,Village,Tundra,Quartz,QUARTZ
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Quartz,QUARTZ
133396,"46.33846,9.72451",3142,Mountain,Tundra,Spinel,OXIDE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Epidote,SILICATE
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Quartz,QUARTZ
27322),"46.28328,9.99963",3031,Peak,Tundra,Dolomite,CARBONATE
3233,"46.21667,7.60000",1607,Mine,Tundra,Quartz,QUARTZ
191618,"47.74798,8.68782",478,Quarry,Temperate oceanic climate,Pyrite,SULFIDE
191628,"46.72167,8.85389",1845,Unknown,Tundra,Topazolite,SILICATE
108294,"46.46639,7.94694",2802,Glacier,Tundra,Adularia,FELDSPAT
134088,"46.23314,7.61573",2338,Vein,Tundra,Spionkopite,SULFIDE
191386,"46.84079,8.76666",1200,Valley,Tundra,Siderite,CARBONATE
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Rutile,RUTIL
134041,"46.05435,7.11073",2521,Slope,Tundra,Quartz,QUARTZ
260761,"46.77361,8.97056",2047,Mountain,Tundra,Scheelite,PHOSPHATE
134038,"46.54306,8.59111",2253,Occurrence,Tundra,Sceptre Quartz,QUARTZ
417929,"46.39313,9.17975",2305,Outcrop,Subarctic climate,Quartz,QUARTZ
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Serpentine,SERPENTIN
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Pyrope,PYROXENE
191373,"46.30195,8.56862",780,Quarry,Subarctic climate,Anhydrite,SULFATE_UND_HYDROXIDE
29663,"46.65250,9.35806",2911,Mountain,Tundra,Calcite,CARBONATE
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Calcite,CARBONATE
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Bismuth,ARSENATE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Quartz,QUARTZ
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Jahnsite,SILICATE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Albite,FELDSPAT
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Aeschynite,SILICATE
133275,"46.51806,8.88500",1427,Unknown,Tundra,Meionite,FELDSPAT
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Corundum,OXIDE
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Fougèrite,SILICATE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Muscovite,SILICATE
7758,"46.69243,8.70162",2441,Valley,Tundra,Rutile,RUTIL
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Clinoenstatite,AMPHIBOLE
133203,"46.57306,8.86278",2824,Slope,Tundra,K Feldspar,FELDSPAT
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Sphalerite,ALUMINIUM_SILIKATE
193040,"46.48719,9.58718",2280,Valley,Tundra,Sursassite,SULFATE_UND_HYDROXIDE
108067,"46.61791,8.58717",1810,Unknown,Tundra,Asbestos,SULFATE_UND_HYDROXIDE
134101,"46.15750,7.68028",2641,Unknown,Tundra,Eclarite,SILICATE
10231,"46.21667,7.60000",1607,Mine,Tundra,Krupkaite,SULFIDE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Quartz,QUARTZ
191687,"46.34885,9.73378",2556,Pass,Tundra,Cassiterite,OXIDE
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Thomsonite,SILICATE
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Limonite,SULFATE_UND_HYDROXIDE
133984,"46.44937,8.34659",2582,Glacier,Subarctic climate,Calcite,CARBONATE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Hematite,SULFIDE
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Hematite,SULFIDE
134396,"46.54441,8.60102",2190,Occurrence,Tundra,Adularia,FELDSPAT
130614,"46.63215,8.49746",2558,Glacier,Subarctic climate,Scolecite,SILICATE
193356,"46.55010,8.59056",2170,Mountain,Tundra,Clinochlore,SILICATE
245927),"46.28694,9.99833",2787,Slope,Tundra,Dolomite,CARBONATE
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Boulangerite,ARSENATE
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Manganese Oxides,SILICATE
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Titanite,TITANIT
59804,"46.57694,8.72806",2930,Unknown,Tundra,Quartz,QUARTZ
122628,"46.26083,7.02917",492,Mine,Tundra,Dolomite,CARBONATE
3225,"46.54278,8.54750",2695,Mountain,Tundra,Rutile,RUTIL
193436,"46.29060,10.05011",1566,Deposit,Tundra,Romanèchite,SILICATE
134047,"46.86778,9.43806",2369,Unknown,Tundra,Rutile,RUTIL
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Quartz,QUARTZ
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Molybdenite,SULFIDE
191935,"46.17830,7.82448",1646,Town,Tundra,Pyrophyllite,SILICATE
133989,"46.18942,7.03808",776,Unknown,Tundra,Opal-AN,QUARTZ
133974,"47.79556,8.58160",678,Hamlet,Temperate oceanic climate,Melanite,SILICATE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Quartz,QUARTZ
134509,"47.02833,8.62111",447,Quarry,Temperate oceanic climate,Calcite,CARBONATE
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Albite,FELDSPAT
29206,"46.09614,7.07974",474,Tunnel,Tundra,Quartz,QUARTZ
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Orthoclase,FELDSPAT
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Wurtzite,SILICATE
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Grossular,PYROXENE
11336,"46.09111,7.11194",1416,Unknown,Tundra,Bertrandite,PHOSPHATE
122682,"46.22851,7.59755",1875,Unknown,Tundra,Rhomboclase,PYROXENE
41161,"46.13194,7.73806",3365,Pass,Tundra,Cookeite,SILICATE
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Chlorite,CHLORIT
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Actinolite,SILICATE
188918,"46.47210,8.72708",2130,Pass,Subarctic climate,Svanbergite,PHOSPHATE
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Rutile,RUTIL
133996,"46.32670,9.56654",1102,Valley,Tundra,Uranophane,URANMINERALE
130991,"46.76282,8.80578",2042,Valley,Tundra,Albite,FELDSPAT
245937,"46.36371,9.97975",2964,Glacier,Tundra,Hematite,SULFIDE
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,Adularia,FELDSPAT
239063,"46.69258,8.69133",2844,Mountain,Tundra,Quartz,QUARTZ
134534,"46.66383,8.52983",1559,River Valley,Tundra,Adularia,FELDSPAT
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Rutile,RUTIL
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Calcite,CARBONATE
6478,"46.57306,9.68444",2241,Mine,Tundra,Rhodochrosite,SILICATE
108726,"46.21483,7.60335",1626,Mine,Tundra,K Feldspar,FELDSPAT
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Olivenite,SILICATE
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Quartz,QUARTZ
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Quartz,QUARTZ
188640,"46.32406,9.62925",2896,Slope,Tundra,Stilbite,SULFATE_UND_HYDROXIDE
223683,"46.16486,7.70432",2540,Unknown,Tundra,Tephroite,SILICATE
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Pyrrhotite,SULFIDE
191647,"46.67700,8.64087",2714,Pass,Tundra,Chabazite,SILICATE
23617,"46.12000,7.00139",1652,Prospect,Tundra,Plumbojarosite,SULFIDE
14678,"46.76454,8.75064",1557,Valley,Tundra,Albite,FELDSPAT
250821,"46.10169,7.58245",2364,Glacier,Tundra,Actinolite,SILICATE
122627,"46.53047,9.32470",1795,Deposit,Tundra,Pyrophanite,SILICATE
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Enstatite,OXIDE
245918,"46.29264,10.07775",968,Village,Tundra,Bindheimite,SILICATE
188912,"46.55828,9.02326",2997,Mountain,Tundra,K Feldspar,FELDSPAT
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Quartz,QUARTZ
133996,"46.32670,9.56654",1102,Valley,Tundra,Uranophane,URANMINERALE
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Dolomite,CARBONATE
108287,"46.07528,7.93000",3164,Mountain,Tundra,Grossular,PYROXENE
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Epidote,SILICATE
418871,"46.62215,8.83949",1698,Placer,Tundra,Rutile,RUTIL
245911,"46.37486,10.03378",2129,Alpine Pasture,Tundra,Kermesite,SULFIDE
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Strontianite,SULFIDE
68485,"46.11111,7.32583",2211,Lake,Tundra,Quartz,QUARTZ
122697,"46.08009,7.07598",793,Unknown,Tundra,Hawleyite,SULFATE_UND_HYDROXIDE
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hetaerolite,OXIDE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Hematite,SULFIDE
7758,"46.69243,8.70162",2411,Valley,Tundra,Rutile,RUTIL
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Retzian,ARSENATE
188750,"47.56519,8.34761",392,Quarry,Temperate oceanic climate,Pyrite,SULFIDE
14685,"46.16583,7.72333",2807,Glacier,Tundra,Tephroite,SILICATE
359484,"46.30192,10.03446",1616,Quarry,Tundra,Wairauite,METALLE_UND_LEGIERUNGEN
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Iron,METALLE_UND_LEGIERUNGEN
134064,"46.00241,7.75193",2247,Mountain,Tundra,Pyrrhotite,SULFIDE
31871,"46.32028,7.75500",850,Tunnel,Tundra,Quartz,QUARTZ
246069,"46.79825,9.70315",1453,Deposit,Tundra,Quartz,QUARTZ
257497,"46.56250,9.68028",2493,Unknown,Tundra,Limonite,SULFATE_UND_HYDROXIDE
191391,"46.93877,10.43253",2548,Unknown,Tundra,Quartz,QUARTZ
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Pyrite,SULFIDE
134121,"46.93333,7.21667",509,Meteorite Fall Location,Temperate oceanic climate,Chromite,OXIDE
134031,"46.68513,8.85747",1140,Gorge,Tundra,Quartz,QUARTZ
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Lepidocrocite,SULFATE_UND_HYDROXIDE
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Pyrite,SULFIDE
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Clinochlore,SILICATE
134463,"46.49888,9.61619",2273,Unknown,Tundra,Bornite,SULFIDE
134440,"46.42013,8.49978",2431,Unknown,Subarctic climate,Albite,FELDSPAT
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Phlogopite,GLIMMER
134455,"46.67140,8.78450",1386,Valley,Tundra,Calcite,CARBONATE
56466,"46.32489,6.88858",512,Quarry,Temperate oceanic climate,Calcite,CARBONATE
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Albite,FELDSPAT
265486,"46.56936,8.45579",2633,Mountain Area,Subarctic climate,K Feldspar,FELDSPAT
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Rutile,RUTIL
417317,"46.44525,8.27623",2158,Alpine Pasture,Subarctic climate,Aeschynite,SILICATE
134509,"47.02833,8.62111",548,Quarry,Temperate oceanic climate,Calcite,CARBONATE
131013,"46.23728,7.85210",1473,Deposit,Tundra,Uranophane,URANMINERALE
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Wurtzite,SILICATE
191717,"46.04620,7.93552",2823,Glacier,Tundra,Magnesiochloritoid,OXIDE
133278,"46.03675,7.82284",2918,Deposit,Tundra,Rhodochrosite,SILICATE
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Jarosite,ARSENATE
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Epidote,SILICATE
122692,"46.19028,7.68056",2500,Mine,Tundra,Albite,FELDSPAT
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Quartz,QUARTZ
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Manganese Oxides,SILICATE
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Lizardite,SERPENTIN
191652,"46.45638,9.38944",2340,Valley,Subarctic climate,Fluorite,SONSTIGE
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Heulandite-Ca,SILICATE
188954,"46.32444,9.70139",2447,Glacier,Tundra,Hercynite,SILICATE
428982,"46.68385,7.77045",649,Quarry,Temperate oceanic climate,Bitumen,SULFATE_UND_HYDROXIDE
192978,"46.55610,8.25993",2756,Cleft,Subarctic climate,Fluorite,SONSTIGE
127199,"46.23917,7.65389",2986,Unknown,Tundra,Bornite,SULFIDE
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Quartz,QUARTZ
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Titanite,TITANIT
191657,"46.62694,10.25028",2620,Mountain,Tundra,Hemimorphite,SILICATE
35157,"46.53889,8.51944",2908,Peak,Tundra,Hematite,SULFIDE
188916,"46.58829,8.83169",2689,Mountain,Tundra,Calcite,CARBONATE
217957,"46.27743,8.57602",2183,Mountain,Subarctic climate,Scolecite,SILICATE
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Marcasite,SULFIDE
105794,"46.67417,8.64195",2821,Mountain,Tundra,Chabazite,SILICATE
68879,"46.17194,7.37083",2293,Unknown,Tundra,Stilpnomelane,SILICATE
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Albite,FELDSPAT
134460,"46.55292,9.64135",1868,Deposit,Tundra,Quartz,QUARTZ
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Zircon,ALUMINIUM_SILIKATE
191593,"46.83287,9.80500",2657,Pass,Tundra,Picotite,SILICATE
3213,"46.64417,8.70917",1673,Gorge,Tundra,Rutile,RUTIL
193402,"46.70917,8.98972",2008,Mountain,Tundra,Epidote,SILICATE
133214,"46.42228,9.78369",2325,Deposit,Tundra,Quartz,QUARTZ
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Muscovite,SILICATE
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Tetrahedrite,ARSENATE
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Phlogopite,GLIMMER
22190,"46.54639,9.46222",2153,Mine,Tundra,Oxycalcioroméite,SONSTIGES
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Spinel,OXIDE
134619,"46.53444,9.46444",2808,Mountain,Tundra,Pizgrischite,SILICATE
134020,"46.47798,8.57711",2253,Lake,Subarctic climate,Scheelite,PHOSPHATE
193529,"46.63452,8.62629",1916,Unknown,Tundra,Zircon,ALUMINIUM_SILIKATE
134097,"46.16188,7.60264",2012,Mine,Tundra,Tetrahedrite,ARSENATE
191418,"46.07973,7.13043",723,Mine,Tundra,Quartz,QUARTZ
188630,"46.34167,9.61056",1179,Gully,Tundra,Beryl,SILICATE
191945,"46.84084,9.43908",694,Unknown,Tundra,Rock Crystal,QUARTZ
193533,"46.97856,9.25316",1960,Unknown,Tundra,Pyrite,SULFIDE
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Muscovite,SILICATE
16292,"46.22525,7.17897",1809,Unknown,Tundra,Diabantite,SILICATE
341186,"46.42847,9.63701",2340,Deposit,Tundra,Chlorite,CHLORIT
245669,"46.84876,9.44671",1106,Prospect,Tundra,Malachite,CARBONATE
188746,"47.37413,7.88002",606,Pit,Temperate oceanic climate,Smythite,SILICATE
29322,"46.84778,9.43667",1244,Mine,Tundra,Rutile,RUTIL
341185,"46.39012,9.65378",1827,Slag Locality,Tundra,Magnetite,SULFIDE
57442,"46.56406,8.63472",2692,Unknown,Tundra,Clinochlore,SILICATE
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Quartz,QUARTZ
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Dolomite,CARBONATE
108068,"46.61395,8.56666",1694,Quarry,Tundra,Magnetite,SULFIDE
133204,"46.59078,8.80375",1809,Mountain,Tundra,Chabazite,SILICATE
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Phengite,GLIMMER
191625,"46.15111,7.45389",1045,Unknown,Tundra,Tetrahedrite,ARSENATE
253255,"46.10945,7.54897",3049,Mountain,Tundra,Grossular,PYROXENE
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Anthophyllite,SILICATE
191675,"46.45118,8.61345",2606,Unknown,Subarctic climate,Chesterite,SILICATE
191783,"46.44924,8.53932",2389,Lake,Subarctic climate,Oligoclase-Andesine,FELDSPAT
122681,"46.68711,9.53261",914,Outcrop,Tundra,Quartz,QUARTZ
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Molybdenite,SULFIDE
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Hematite,SULFIDE
43246,"46.22449,7.71244",1771,Valley,Tundra,Brochantite,SILICATE
191916,"46.52219,8.87403",1417,Unknown,Tundra,Meionite,FELDSPAT
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Molybdenite,SULFIDE
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Biotite,GLIMMER
28873,"46.65983,8.72062",1532,Unknown,Tundra,Rock Crystal,QUARTZ
253688,"46.13195,7.85802",3433,Glacier,Tundra,Rutile,RUTIL
191711,"46.02617,7.48203",1993,Valley,Tundra,Molybdenite,SULFIDE
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Titanite,TITANIT
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Feldspar,FELDSPAT
6985,"46.29468,8.12565",3096,Mountain,Subarctic climate,Titanite,TITANIT
134057,"46.23544,7.59054",1795,Mine,Tundra,Bornite,SULFIDE
122688,"46.03748,7.18409",2386,Unknown,Tundra,Tetrahedrite,ARSENATE
134532,"46.57842,8.32349",1945,Cleft,Subarctic climate,Pyrite,SULFIDE
245717,"46.53740,9.49926",2505,Ridge,Tundra,Rhodonite,SONSTIGE
122690,"46.16474,7.61815",1721,Mine,Tundra,Rutile,RUTIL
133227,"46.62741,9.48154",2170,Mine,Tundra,Galena,SULFIDE
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Cuprosklodowskite,SILICATE
193412,"46.02617,7.48109",2039,Village,Tundra,Clinochlore,SILICATE
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Albite,FELDSPAT
133396,"46.33846,9.72451",3142,Mountain,Tundra,Grossular,PYROXENE
245915,"46.39004,10.01357",2933,Mountain,Tundra,Boulangerite,ARSENATE
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Dolomite,CARBONATE
27322),"46.28328,9.99963",3031,Peak,Tundra,Pyrophyllite,SILICATE
3233,"46.21667,7.60000",1607,Mine,Tundra,Ilmenite,OXIDE
191618,"47.74798,8.68782",478,Quarry,Temperate oceanic climate,Gypsum,SULFATE_UND_HYDROXIDE
191628,"46.72167,8.85389",1845,Unknown,Tundra,Scolecite,SILICATE
108294,"46.46639,7.94694",2802,Glacier,Tundra,Sceptre Quartz,QUARTZ
134088,"46.23314,7.61573",2338,Vein,Tundra,Tennantite,SULFIDE
191386,"46.84079,8.76666",1200,Valley,Tundra,Rutile,RUTIL
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Quartz,QUARTZ
134041,"46.05435,7.11073",2521,Slope,Tundra,Galena,SULFIDE
260761,"46.77361,8.97056",2047,Mountain,Tundra,Epidote,SILICATE
134038,"46.54306,8.59111",2253,Occurrence,Tundra,Aragonite,DOLOMIT
417929,"46.39313,9.17975",2305,Outcrop,Subarctic climate,Kyanite,ALUMINIUM_SILIKATE
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Amphibole,QUARTZ
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Phlogopite,GLIMMER
191373,"46.30195,8.56862",780,Quarry,Subarctic climate,Clinozoisite,SILICATE
29663,"46.65250,9.35806",2911,Mountain,Tundra,Chalcopyrite,PHOSPHATE
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Pyrite,SULFIDE
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Covellite,SULFIDE
191651,"46.53286,9.49798",2516,Unknown,Tundra,Caryinite,CALCIT
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Strunzite,PHOSPHATE
134413,"46.56194,8.58139",2664,Mountain,Tundra,Aeschynite,SILICATE
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Chlorite,CHLORIT
133275,"46.51806,8.88500",1427,Unknown,Tundra,Albite,FELDSPAT
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Graphite,METALLE_UND_LEGIERUNGEN
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Calcite,CARBONATE
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Zircon,ALUMINIUM_SILIKATE
7758,"46.69243,8.70162",2441,Valley,Tundra,Quartz,QUARTZ
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Spinel,OXIDE
133203,"46.57306,8.86278",2824,Slope,Tundra,Pyromorphite,PHOSPHATE
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Hessonite,GRANAT
134101,"46.15750,7.68028",2641,Unknown,Tundra,Chalcopyrite,PHOSPHATE
10231,"46.21667,7.60000",1607,Mine,Tundra,Epsomite,HALOGENIDE_UND_SALZE
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Dolomite,CARBONATE
191687,"46.34885,9.73378",2556,Pass,Tundra,Garnet,PHOSPHATE
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Quartz,QUARTZ
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Fluorite,SONSTIGE
133984,"46.44937,8.34659",2582,Glacier,Subarctic climate,Pyrite,SULFIDE
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Malachite,CARBONATE
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Quartz,QUARTZ
134396,"46.54441,8.60102",2190,Occurrence,Tundra,K Feldspar,FELDSPAT
193356,"46.55010,8.59056",2170,Mountain,Tundra,Almandine,SILICATE
245927),"46.28694,9.99833",2787,Slope,Tundra,Pyrophyllite,SILICATE
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Pyrrhotite,SULFIDE
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Dolomite,CARBONATE
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Grossular,PYROXENE
59804,"46.57694,8.72806",2930,Unknown,Tundra,Adularia,FELDSPAT
122628,"46.26083,7.02917",492,Mine,Tundra,Thénardite,SULFATE_UND_HYDROXIDE
3225,"46.54278,8.54750",2695,Mountain,Tundra,Quartz,QUARTZ
193436,"46.29060,10.05011",1566,Deposit,Tundra,Quartz,QUARTZ
134047,"46.86778,9.43806",2369,Unknown,Tundra,Tennantite,SULFIDE
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Grossular,PYROXENE
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Quartz,QUARTZ
191935,"46.17830,7.82448",1646,Town,Tundra,Albite,FELDSPAT
133989,"46.18942,7.03808",776,Unknown,Tundra,Uranophane,URANMINERALE
133974,"47.79556,8.58160",678,Hamlet,Temperate oceanic climate,Magnetite,SULFIDE
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Allalin-gabbro,SERPENTIN
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Clinozoisite,SILICATE
29206,"46.09614,7.07974",474,Tunnel,Tundra,Ilmenite,OXIDE
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Mica,SILICATE
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Calcite,CARBONATE
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Hessonite,GRANAT
11336,"46.09111,7.11194",1416,Unknown,Tundra,Muscovite,SILICATE
122682,"46.22851,7.59755",1875,Unknown,Tundra,Rozenite,OXIDE
41161,"46.13194,7.73806",3365,Pass,Tundra,Florencite,PHOSPHATE
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Uraninite,PHOSPHATE
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Andradite,SILICATE
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Quartz,QUARTZ
133996,"46.32670,9.56654",1102,Valley,Tundra,Triplite,SILICATE
