Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Titanite
245927),"46.28694,9.99833",2787,Slope,Tundra,Pyrrhotite
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Tourmaline
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Calcite
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Calcite
59804,"46.57694,8.72806",2930,Unknown,Tundra,Ilmenite
122628,"46.26083,7.02917",492,Mine,Tundra,Posnjakite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Iron Rose
193436,"46.29060,10.05011",1566,Deposit,Tundra,Magnetite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Albite
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Clinozoisite-Epidote Series
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Zinnwaldite
133989,"46.18942,7.03808",776,Unknown,Tundra,Calcite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Fayalite-Forsterite Series
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Kyanite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Epidote
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Columbite-Columbite Series
11336,"46.09111,7.11194",1416,Unknown,Tundra,Hawleyite
41161,"46.13194,7.73806",3365,Pass,Tundra,Pyrite
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Pyrite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Diopside
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Albite
133996,"46.32670,9.56654",1102,Valley,Tundra,Chabazite
245937,"46.36371,9.97975",2964,Glacier,Tundra,Starkeyite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Epidote
6478,"46.57306,9.68444",2241,Mine,Tundra,Albite
108726,"46.21483,7.60335",1626,Mine,Tundra,Mimetite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Posnjakite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Lepidocrocite
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Epidote
223683,"46.16486,7.70432",2540,Unknown,Tundra,Alleghanyite
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Chalcopyrite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Walpurgite
14678,"46.76454,8.75064",1557,Valley,Tundra,Calcite
250821,"46.10169,7.58245",2364,Glacier,Tundra,Chromite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Aegirine
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Bronzite
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,K Feldspar
133996,"46.32670,9.56654",1102,Valley,Tundra,Chabazite
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Limonite
108287,"46.07528,7.93000",3164,Mountain,Tundra,Anatase
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Pyrrhotite
418871,"46.62215,8.83949",1698,Placer,Tundra,Chlorite
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Fluorite
122697,"46.08009,7.07598",793,Unknown,Tundra,Pyrite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Galena
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Titanite
7758,"46.69243,8.70162",2411,Valley,Tundra,Apatite
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Pyrite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Tetrahedrite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Apatite
134064,"46.00241,7.75193",2247,Mountain,Tundra,Heazlewoodite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Lillianite
191391,"46.93877,10.43253",2548,Unknown,Tundra,Chalcopyrite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Boulangerite
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Vesuvianite
134463,"46.49888,9.61619",2273,Unknown,Tundra,Pyrrhotite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Biotite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Epidote
131013,"46.23728,7.85210",1473,Deposit,Tundra,Roscoelite
191717,"46.04620,7.93552",2823,Glacier,Tundra,Epidote
133278,"46.03675,7.82284",2918,Deposit,Tundra,Jacobsite
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Fluorite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Pyrite
122692,"46.19028,7.68056",2500,Mine,Tundra,Uraninite
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Chalcopyrite
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Calcite
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Epistilbite
188954,"46.32444,9.70139",2447,Glacier,Tundra,Uranopolycrase
127199,"46.23917,7.65389",2986,Unknown,Tundra,Pyrite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Rosasite
35157,"46.53889,8.51944",2908,Peak,Tundra,Stilbite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Calcite
105794,"46.67417,8.64195",2821,Mountain,Tundra,Albite
68879,"46.17194,7.37083",2293,Unknown,Tundra,Apatite
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Pyrrhotite
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Vigezzite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Smoky Quartz
193402,"46.70917,8.98972",2008,Mountain,Tundra,Acanthite
133214,"46.42228,9.78369",2325,Deposit,Tundra,Pyrite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Ganterite
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Calcite
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Kyanite
22190,"46.54639,9.46222",2153,Mine,Tundra,Strontium-bearing Baryte
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Ilmenite
134619,"46.53444,9.46444",2808,Mountain,Tundra,Azurite
193529,"46.63452,8.62629",1916,Unknown,Tundra,Schorl
134097,"46.16188,7.60264",2012,Mine,Tundra,Chalcopyrite
191418,"46.07973,7.13043",723,Mine,Tundra,Epidote
188630,"46.34167,9.61056",1179,Gully,Tundra,Parauranophane
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Falottaite
16292,"46.22525,7.17897",1809,Unknown,Tundra,Gypsum
341186,"46.42847,9.63701",2340,Deposit,Tundra,Chalcopyrite
245669,"46.84876,9.44671",1106,Prospect,Tundra,Tennantite-Tetrahedrite Series
29322,"46.84778,9.43667",1244,Mine,Tundra,Albite
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Calcite
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Bitumen
133204,"46.59078,8.80375",1809,Mountain,Tundra,K Feldspar
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Glaucophane
191625,"46.15111,7.45389",1045,Unknown,Tundra,Leadhillite
253255,"46.10945,7.54897",3049,Mountain,Tundra,Hydroxylapatite
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Diopside
122681,"46.68711,9.53261",914,Outcrop,Tundra,Rectorite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Chlorite
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Fluorite
43246,"46.22449,7.71244",1771,Valley,Tundra,Ramsdellite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Zinnwaldite
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Microcline
253688,"46.13195,7.85802",3433,Glacier,Tundra,Brookite
191711,"46.02617,7.48203",1993,Valley,Tundra,Diopside
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Topazolite
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Tremolite
134057,"46.23544,7.59054",1795,Mine,Tundra,Pyrite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Zálesíite
122690,"46.16474,7.61815",1721,Mine,Tundra,Maucherite
133227,"46.62741,9.48154",2170,Mine,Tundra,Chalcopyrite
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Chalcopyrite
193412,"46.02617,7.48109",2039,Village,Tundra,Diopside
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Biotite
133396,"46.33846,9.72451",3142,Mountain,Tundra,Almandine
245915,"46.39004,10.01357",2933,Mountain,Tundra,Brookite
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Fuchsite
27322),"46.28328,9.99963",3031,Peak,Tundra,Calcite
3233,"46.21667,7.60000",1607,Mine,Tundra,Theisite
134088,"46.23314,7.61573",2338,Vein,Tundra,Covellite
191386,"46.84079,8.76666",1200,Valley,Tundra,Albite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Clinozoisite
134041,"46.05435,7.11073",2521,Slope,Tundra,Axinite
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Diopside
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Clinochrysotile
191651,"46.53286,9.49798",2516,Unknown,Tundra,Jacobsite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Marcasite
134413,"46.56194,8.58139",2664,Mountain,Tundra,Pericline
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Monazite
133275,"46.51806,8.88500",1427,Unknown,Tundra,Gersdorffite
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Meionite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Armenite
7758,"46.69243,8.70162",2441,Valley,Tundra,Smoky Quartz
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Chromium-bearing Diopside
10231,"46.21667,7.60000",1607,Mine,Tundra,Bismuthinite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Goyazite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Scolecite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Albite
245927),"46.28694,9.99833",2787,Slope,Tundra,Galena
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Gold
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Pyrite
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Magnetite
59804,"46.57694,8.72806",2930,Unknown,Tundra,Aeschynite
122628,"46.26083,7.02917",492,Mine,Tundra,Hydromagnesite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Xenotime
193436,"46.29060,10.05011",1566,Deposit,Tundra,Talc
134047,"46.86778,9.43806",2369,Unknown,Tundra,Epidote
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Talc
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Opal-AN
133989,"46.18942,7.03808",776,Unknown,Tundra,Pyrite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Magnesite
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Garnet
29206,"46.09614,7.07974",474,Tunnel,Tundra,Clinozoisite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Katophorite
41161,"46.13194,7.73806",3365,Pass,Tundra,Chalcopyrite
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Calcioancylite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Magnetite
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Pyrite
133996,"46.32670,9.56654",1102,Valley,Tundra,Heulandite
245937,"46.36371,9.97975",2964,Glacier,Tundra,Albite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Bismutite
6478,"46.57306,9.68444",2241,Mine,Tundra,Sursassite
108726,"46.21483,7.60335",1626,Mine,Tundra,Graphite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Agardite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Pyrrhotite
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Opal
223683,"46.16486,7.70432",2540,Unknown,Tundra,Copper
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Goethite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Rosickýite
14678,"46.76454,8.75064",1557,Valley,Tundra,K Feldspar
250821,"46.10169,7.58245",2364,Glacier,Tundra,Enstatite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Calcite
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Fluorite
133996,"46.32670,9.56654",1102,Valley,Tundra,Heulandite
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Calcite
108287,"46.07528,7.93000",3164,Mountain,Tundra,Fluorapatite
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Calcite
418871,"46.62215,8.83949",1698,Placer,Tundra,Apatite
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Ankerite
122697,"46.08009,7.07598",793,Unknown,Tundra,K Feldspar
29216,"46.08909,7.10774",1313,Unknown,Tundra,Grossular
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Albite
7758,"46.69243,8.70162",2411,Valley,Tundra,Smoky Quartz
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Jacobsite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Pyrolusite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Hydroxylclinohumite
134064,"46.00241,7.75193",2247,Mountain,Tundra,Goethite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Pyrrhotite
191391,"46.93877,10.43253",2548,Unknown,Tundra,Calcite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Pyrrhotite
134463,"46.49888,9.61619",2273,Unknown,Tundra,Covellite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Galena
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Clinozoisite
131013,"46.23728,7.85210",1473,Deposit,Tundra,Pitchblende
133278,"46.03675,7.82284",2918,Deposit,Tundra,Galaxite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,K Feldspar
122692,"46.19028,7.68056",2500,Mine,Tundra,Cobaltite
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Pyrite
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Fluorite
188954,"46.32444,9.70139",2447,Glacier,Tundra,Aquamarine
127199,"46.23917,7.65389",2986,Unknown,Tundra,Chalcopyrite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Tennantite
35157,"46.53889,8.51944",2908,Peak,Tundra,Ilmenite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Pyrite
68879,"46.17194,7.37083",2293,Unknown,Tundra,Biotite
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Pericline
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Garnet
3213,"46.64417,8.70917",1673,Gorge,Tundra,Stromeyerite
193402,"46.70917,8.98972",2008,Mountain,Tundra,Smithsonite
133214,"46.42228,9.78369",2325,Deposit,Tundra,Pyroxmangite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Armenite
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Pyrite
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Garnet
22190,"46.54639,9.46222",2153,Mine,Tundra,Kenocalcioroméite'
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Pyrite
134619,"46.53444,9.46444",2808,Mountain,Tundra,Malachite
193529,"46.63452,8.62629",1916,Unknown,Tundra,Albite
188630,"46.34167,9.61056",1179,Gully,Tundra,Magnetite
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Manganberzeliite
16292,"46.22525,7.17897",1809,Unknown,Tundra,Chamosite
341186,"46.42847,9.63701",2340,Deposit,Tundra,Goethite
245669,"46.84876,9.44671",1106,Prospect,Tundra,Tenorite
29322,"46.84778,9.43667",1244,Mine,Tundra,Epidote
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Pyrite
133204,"46.59078,8.80375",1809,Mountain,Tundra,Fluorite
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Albite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Garnet
253255,"46.10945,7.54897",3049,Mountain,Tundra,Magnetite
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Talc
122681,"46.68711,9.53261",914,Outcrop,Tundra,Polylithionite-Trilithionite Series'
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Posnjakite
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Ilmenite
43246,"46.22449,7.71244",1771,Valley,Tundra,Epidote
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Opal-AN
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Fluorapatite
253688,"46.13195,7.85802",3433,Glacier,Tundra,Iron-bearing Dolomite
191711,"46.02617,7.48203",1993,Valley,Tundra,Scolecite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Awaruite
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Xenotime
134057,"46.23544,7.59054",1795,Mine,Tundra,Chalcopyrite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Galena
122690,"46.16474,7.61815",1721,Mine,Tundra,Bornite
133227,"46.62741,9.48154",2170,Mine,Tundra,Baryte
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Cyanotrichite
193412,"46.02617,7.48109",2039,Village,Tundra,Stellerite
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Iron Rose
133396,"46.33846,9.72451",3142,Mountain,Tundra,Prehnite
245915,"46.39004,10.01357",2933,Mountain,Tundra,Kermesite
27322),"46.28328,9.99963",3031,Peak,Tundra,Pyrite
3233,"46.21667,7.60000",1607,Mine,Tundra,Cuproroméite
134088,"46.23314,7.61573",2338,Vein,Tundra,Roxbyite
191386,"46.84079,8.76666",1200,Valley,Tundra,Pyrite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Bismutite
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Brucite
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Pargasite
191651,"46.53286,9.49798",2516,Unknown,Tundra,Pyroxmangite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Uraninite
134413,"46.56194,8.58139",2664,Mountain,Tundra,Limonite
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Brookite
133275,"46.51806,8.88500",1427,Unknown,Tundra,Tourmaline
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Phlogopite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Epidote
7758,"46.69243,8.70162",2441,Valley,Tundra,Actinolite
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Ilmenite
10231,"46.21667,7.60000",1607,Mine,Tundra,Cobaltite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Magnesite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Prehnite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Pyrite
245927),"46.28694,9.99833",2787,Slope,Tundra,Calcite
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Ankerite
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Gypsum
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Diopside
122628,"46.26083,7.02917",492,Mine,Tundra,Celestine
3225,"46.54278,8.54750",2695,Mountain,Tundra,K Feldspar
193436,"46.29060,10.05011",1566,Deposit,Tundra,Albite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Dravite
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Xenotime
133989,"46.18942,7.03808",776,Unknown,Tundra,Chalcopyrite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Hydroxylclinohumite
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Calcite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Aeschynite
11336,"46.09111,7.11194",1416,Unknown,Tundra,Aeschynite
41161,"46.13194,7.73806",3365,Pass,Tundra,Zincostaurolite
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Sericite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Chalcopyrite
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,K Feldspar
133996,"46.32670,9.56654",1102,Valley,Tundra,Columbite-Columbite Series
245937,"46.36371,9.97975",2964,Glacier,Tundra,Pyrite
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Pharmacosiderite
6478,"46.57306,9.68444",2241,Mine,Tundra,Ardennite
108726,"46.21483,7.60335",1626,Mine,Tundra,Hisingerite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Bismuthinite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Galena
223683,"46.16486,7.70432",2540,Unknown,Tundra,Tetrahedrite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Lepidocrocite
14678,"46.76454,8.75064",1557,Valley,Tundra,Anatase
250821,"46.10169,7.58245",2364,Glacier,Tundra,Hercynite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Tinzenite
133996,"46.32670,9.56654",1102,Valley,Tundra,Columbite-Columbite Series
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Pyrite
108287,"46.07528,7.93000",3164,Mountain,Tundra,Hessonite
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Pyrite
418871,"46.62215,8.83949",1698,Placer,Tundra,Biotite
122697,"46.08009,7.07598",793,Unknown,Tundra,Fibroferrite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Jarosite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Pyrite
7758,"46.69243,8.70162",2411,Valley,Tundra,Actinolite
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Baryte
14685,"46.16583,7.72333",2807,Glacier,Tundra,Ramsdellite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Taenite
134064,"46.00241,7.75193",2247,Mountain,Tundra,Morenosite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Galena
134031,"46.68513,8.85747",1140,Gorge,Tundra,Galena
134463,"46.49888,9.61619",2273,Unknown,Tundra,Pyrite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Xenotime
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Chlorite
131013,"46.23728,7.85210",1473,Deposit,Tundra,Pyrite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Diopside
122692,"46.19028,7.68056",2500,Mine,Tundra,Skutterudite
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Gypsum
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Stilbite
188954,"46.32444,9.70139",2447,Glacier,Tundra,Dumortierite
127199,"46.23917,7.65389",2986,Unknown,Tundra,Goethite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Smithsonite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Chalcopyrite
68879,"46.17194,7.37083",2293,Unknown,Tundra,Euxenite
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Limonite
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Tapiolite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Galena
193402,"46.70917,8.98972",2008,Mountain,Tundra,Anglesite
133214,"46.42228,9.78369",2325,Deposit,Tundra,Erythrite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Epidote
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Baryte
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Annite
22190,"46.54639,9.46222",2153,Mine,Tundra,Långbanite
134619,"46.53444,9.46444",2808,Mountain,Tundra,Emplectite
193529,"46.63452,8.62629",1916,Unknown,Tundra,Pyrite
188630,"46.34167,9.61056",1179,Gully,Tundra,Columbite-Columbite Series
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Quartz
16292,"46.22525,7.17897",1809,Unknown,Tundra,Pyrite
341186,"46.42847,9.63701",2340,Deposit,Tundra,Azurite
245669,"46.84876,9.44671",1106,Prospect,Tundra,Calcite
29322,"46.84778,9.43667",1244,Mine,Tundra,Chlorite
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,K Feldspar
133204,"46.59078,8.80375",1809,Mountain,Tundra,Clinozoisite
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Allanite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Covellite
253255,"46.10945,7.54897",3049,Mountain,Tundra,Diopside
122681,"46.68711,9.53261",914,Outcrop,Tundra,Calcite
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Kintoreite
43246,"46.22449,7.71244",1771,Valley,Tundra,Pharmacosiderite
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Xenotime
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Rock Crystal
253688,"46.13195,7.85802",3433,Glacier,Tundra,Axinite
191711,"46.02617,7.48203",1993,Valley,Tundra,Chalcopyrite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Hexahydrite
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Aquamarine
134057,"46.23544,7.59054",1795,Mine,Tundra,Idaite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Claraite
122690,"46.16474,7.61815",1721,Mine,Tundra,Violarite
133227,"46.62741,9.48154",2170,Mine,Tundra,Azurite
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Azurite
193412,"46.02617,7.48109",2039,Village,Tundra,Stilbite-Ca
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Pyrrhotite
133396,"46.33846,9.72451",3142,Mountain,Tundra,Clinozoisite
245915,"46.39004,10.01357",2933,Mountain,Tundra,Arsenopyrite
27322),"46.28328,9.99963",3031,Peak,Tundra,Chalcopyrite
3233,"46.21667,7.60000",1607,Mine,Tundra,Galena
134088,"46.23314,7.61573",2338,Vein,Tundra,Chalcocite
191386,"46.84079,8.76666",1200,Valley,Tundra,K Feldspar
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Chlorite
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Hessonite
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Spinel
191651,"46.53286,9.49798",2516,Unknown,Tundra,Baryte
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Hureaulite
134413,"46.56194,8.58139",2664,Mountain,Tundra,Garnet
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Zircon
133275,"46.51806,8.88500",1427,Unknown,Tundra,Anatase
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Sericite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Martinandresite
7758,"46.69243,8.70162",2441,Valley,Tundra,Galena
10231,"46.21667,7.60000",1607,Mine,Tundra,Skutterudite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Uvite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Clinozoisite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Chalcopyrite
245927),"46.28694,9.99833",2787,Slope,Tundra,Pyrite
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Anatase
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Albite
122628,"46.26083,7.02917",492,Mine,Tundra,Tamarugite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Crichtonite
