Mindat Locality ID,Latitude & Longitude,Altitude,Type,Köppen climate type,Mineral
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Dolomite
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Spionkopite
191651,"46.53286,9.49798",2516,Unknown,Tundra,Manganberzeliite
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Quartz
134413,"46.56194,8.58139",2664,Mountain,Tundra,Quartz
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Aeschynite
133275,"46.51806,8.88500",1427,Unknown,Tundra,Quartz
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Ruby
259656,"47.25330,8.61369",436,Mine (Inactive) - last checked 2019,Temperate oceanic climate,Gypsum
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Limonite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Celsian
6982,"46.47727,8.51063",2143,Glacier,Subarctic climate,Rock Crystal
7758,"46.69243,8.70162",2441,Valley,Tundra,Milarite
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Humite '
133203,"46.57306,8.86278",2824,Slope,Tundra,Adularia
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Clinochlore
193040,"46.48719,9.58718",2280,Valley,Tundra,Albite
108067,"46.61791,8.58717",1810,Unknown,Tundra,Serpentine
133957,"47.08528,9.21806",1357,Mountain,Temperate oceanic climate,Tyrolite
134101,"46.15750,7.68028",2641,Unknown,Tundra,Pyrite
10231,"46.21667,7.60000",1607,Mine,Tundra,Parasymplesite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Titanite
191687,"46.34885,9.73378",2556,Pass,Tundra,Rhodonite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Beryl
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Quartz
133984,"46.44937,8.34659",2582,Glacier,Subarctic climate,Djurleite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Cobaltite
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Analcime
134396,"46.54441,8.60102",2190,Occurrence,Tundra,Hematite
130614,"46.63215,8.49746",2558,Glacier,Subarctic climate,Rock Crystal
193356,"46.55010,8.59056",2170,Mountain,Tundra,Quartz
245927),"46.28694,9.99833",2787,Slope,Tundra,Quartz
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Apatite
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Ice
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Nickelhexahydrite
59804,"46.57694,8.72806",2930,Unknown,Tundra,Rutile
122628,"46.26083,7.02917",492,Mine,Tundra,Eugsterite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Bazzite
193436,"46.29060,10.05011",1566,Deposit,Tundra,Titanite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Siderite
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Titanite
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Titanite
191935,"46.17830,7.82448",1646,Town,Tundra,Dolomite
133989,"46.18942,7.03808",776,Unknown,Tundra,Uraninite
133974,"47.79556,8.58160",678,Hamlet,Temperate oceanic climate,Titanite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Titanite
134509,"47.02833,8.62111",447,Quarry,Temperate oceanic climate,Strontianite
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Quartz
29206,"46.09614,7.07974",474,Tunnel,Tundra,Rutile
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Beryl
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Sphalerite
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Clinochlore
11336,"46.09111,7.11194",1416,Unknown,Tundra,Synchysite
122682,"46.22851,7.59755",1875,Unknown,Tundra,Pyrrhotite
41161,"46.13194,7.73806",3365,Pass,Tundra,Chloritoid
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Albite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Pentlandite
188918,"46.47210,8.72708",2130,Pass,Subarctic climate,Tremolite
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Siderite
133996,"46.32670,9.56654",1102,Valley,Tundra,Bismuthinite
191784,"46.46353,8.62804",1810,Alpine Pasture,Subarctic climate,Axinite
130991,"46.76282,8.80578",2042,Valley,Tundra,Edenite
245937,"46.36371,9.97975",2964,Glacier,Tundra,Graphite
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,Bismutite
239063,"46.69258,8.69133",2844,Mountain,Tundra,Titanite
134376,"46.04521,7.89805",3701,Mountain,Tundra,Barroisite
134534,"46.66383,8.52983",1559,River Valley,Tundra,Quartz
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Titanite
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Wurtzite
6478,"46.57306,9.68444",2241,Mine,Tundra,Takanelite
108726,"46.21483,7.60335",1626,Mine,Tundra,Lepidocrocite
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Tennantite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Titanite
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Opal-AN
188640,"46.32406,9.62925",2896,Slope,Tundra,Calcite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Pyrophanite
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Molybdenite
191647,"46.67700,8.64087",2714,Pass,Tundra,Quartz
23617,"46.12000,7.00139",1652,Prospect,Tundra,Brochantite
14678,"46.76454,8.75064",1557,Valley,Tundra,Quartz
250821,"46.10169,7.58245",2364,Glacier,Tundra,Albite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Tephroite
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Chromite
245918,"46.29264,10.07775",968,Village,Tundra,Stibiconite
188912,"46.55828,9.02326",2997,Mountain,Tundra,Calcite
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Rutile
133996,"46.32670,9.56654",1102,Valley,Tundra,Bismuthinite
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Quartz
108287,"46.07528,7.93000",3164,Mountain,Tundra,Epidote
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Albite
418871,"46.62215,8.83949",1698,Placer,Tundra,Siderite
245911,"46.37486,10.03378",2129,Alpine Pasture,Tundra,Starkeyite
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Dolomite
68485,"46.11111,7.32583",2211,Lake,Tundra,Molybdenite
122697,"46.08009,7.07598",793,Unknown,Tundra,Albite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Quartz
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Cobaltite
7758,"46.69243,8.70162",2411,Valley,Tundra,Milarite
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Quartz
188750,"47.56519,8.34761",392,Quarry,Temperate oceanic climate,Szmikite
23066,"46.21007,7.82152",1210,Group of Quarries,Tundra,Albite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Pyrophanite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Chrysotile
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Enstatite
134064,"46.00241,7.75193",2247,Mountain,Tundra,Awaruite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Molybdenite
288517,"47.35819,7.65606",954,Pass,Temperate oceanic climate,Ankerite
246069,"46.79825,9.70315",1453,Deposit,Tundra,Tinzenite
134450,"46.26236,6.89469",1949,Mountain,Temperate oceanic climate,Böhmite
257497,"46.56250,9.68028",2493,Unknown,Tundra,Clinochlore
191391,"46.93877,10.43253",2548,Unknown,Tundra,Malachite
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Calcite
134121,"46.93333,7.21667",509,Meteorite Fall Location,Temperate oceanic climate,Nickel-iron
134031,"46.68513,8.85747",1140,Gorge,Tundra,Titanite
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Hematite
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Calcite
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Melanite
134463,"46.49888,9.61619",2273,Unknown,Tundra,Lizardite
134440,"46.42013,8.49978",2431,Unknown,Subarctic climate,Aquamarine
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Garnet
134455,"46.67140,8.78450",1386,Valley,Tundra,Monazite
56466,"46.32489,6.88858",512,Quarry,Temperate oceanic climate,Covellite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Quartz
188650,"47.36649,7.22712",596,Unknown,Temperate oceanic climate,Carnelian
265486,"46.56936,8.45579",2633,Mountain Area,Subarctic climate,Monazite
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Titanite
417317,"46.44525,8.27623",2158,Alpine Pasture,Subarctic climate,Gadolinite
134509,"47.02833,8.62111",548,Quarry,Temperate oceanic climate,Strontianite
131013,"46.23728,7.85210",1473,Deposit,Tundra,Metazeunerite
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Sphalerite
191717,"46.04620,7.93552",2823,Glacier,Tundra,Clinochlore
133278,"46.03675,7.82284",2918,Deposit,Tundra,Pyroxmangite
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Szomolnokite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Albite
122692,"46.19028,7.68056",2500,Mine,Tundra,Cassiterite
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Hessite
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Ice
134445,"46.11749,6.97984",2271,Vein,Temperate oceanic climate,Billietite
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Tremolite
191652,"46.45638,9.38944",2340,Valley,Subarctic climate,Calcite
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Galena
188954,"46.32444,9.70139",2447,Glacier,Tundra,Titanite
428982,"46.68385,7.77045",649,Quarry,Temperate oceanic climate,Calcite
192978,"46.55610,8.25993",2756,Cleft,Subarctic climate,Pyrite
127199,"46.23917,7.65389",2986,Unknown,Tundra,Nováčekite
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Rutile
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Zeolite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Azurite
35157,"46.53889,8.51944",2908,Peak,Tundra,Bazzite
188916,"46.58829,8.83169",2689,Mountain,Tundra,Datolite
217957,"46.27743,8.57602",2183,Mountain,Subarctic climate,Stilbite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Tetrahedrite
105794,"46.67417,8.64195",2821,Mountain,Tundra,Heulandite-Ca
68879,"46.17194,7.37083",2293,Unknown,Tundra,Rutile
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Quartz
188868,"46.62671,9.40756",1508,Unknown,Tundra,Cookeite
134460,"46.55292,9.64135",1868,Deposit,Tundra,Braunite
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Uraninite
191593,"46.83287,9.80500",2657,Pass,Tundra,Lizardite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Siderite
193402,"46.70917,8.98972",2008,Mountain,Tundra,Albite
133214,"46.42228,9.78369",2325,Deposit,Tundra,Braunite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Celsian
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Dolomite
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Cordierite
22190,"46.54639,9.46222",2153,Mine,Tundra,Bergslagite
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Corundum
134619,"46.53444,9.46444",2808,Mountain,Tundra,Tetrahedrite
134020,"46.47798,8.57711",2253,Lake,Subarctic climate,Ilmenite
193529,"46.63452,8.62629",1916,Unknown,Tundra,Muscovite
134097,"46.16188,7.60264",2012,Mine,Tundra,Emilite
191418,"46.07973,7.13043",723,Mine,Tundra,Galena
188630,"46.34167,9.61056",1179,Gully,Tundra,Muscovite
191945,"46.84084,9.43908",694,Unknown,Tundra,Albite
193533,"46.97856,9.25316",1960,Unknown,Tundra,Pitchblende
3211,"46.55333,9.64694",2143,Mine (Abandoned) - last checked 2023,Tundra,Manganese-bearing Calcite
16292,"46.22525,7.17897",1809,Unknown,Tundra,Stilpnomelane
341186,"46.42847,9.63701",2340,Deposit,Tundra,Violarite
245669,"46.84876,9.44671",1106,Prospect,Tundra,Azurite
188746,"47.37413,7.88002",606,Pit,Temperate oceanic climate,Dolomite
29322,"46.84778,9.43667",1244,Mine,Tundra,Siderite
341185,"46.39012,9.65378",1827,Slag Locality,Tundra,Wüstite
57442,"46.56406,8.63472",2692,Unknown,Tundra,Quartz
123472,"46.44914,8.26452",1629,Valley,Subarctic climate,Hematite
424885,"46.68782,7.35603",1232,Scree Slope,Temperate oceanic climate,Pyrrhotite
108068,"46.61395,8.56666",1694,Quarry,Tundra,Hydroxylapatite
133204,"46.59078,8.80375",1809,Mountain,Tundra,Quartz
417927,"46.39129,9.17631",2321,Mountain,Subarctic climate,Muscovite
191625,"46.15111,7.45389",1045,Unknown,Tundra,Ilmenite
253255,"46.10945,7.54897",3049,Mountain,Tundra,Hercynite
302686,"46.26714,9.20413",1168,Unknown,Subarctic climate,Enstatite
191675,"46.45118,8.61345",2606,Unknown,Subarctic climate,Tremolite
191783,"46.44924,8.53932",2389,Lake,Subarctic climate,Axinite
122681,"46.68711,9.53261",914,Outcrop,Tundra,Muscovite-1M
134118,"47.06448,9.18338",1878,Mine (Inactive) - last checked 2020,Temperate oceanic climate,Rutile
245916,"46.33460,10.00786",2293,Mountain Area,Tundra,Magnesite
191700,"46.35083,9.62167",1072,Village,Tundra,Winchite
43246,"46.22449,7.71244",1771,Valley,Tundra,Tephroite
191916,"46.52219,8.87403",1417,Unknown,Tundra,Quartz
69716,"45.95156,8.92502",637,Quarry,Temperate oceanic climate,Titanite
106974,"46.61250,8.41694",3482,Mountain,Subarctic climate,Smoky Quartz
28873,"46.65983,8.72062",1532,Unknown,Tundra,Monazite
253688,"46.13195,7.85802",3433,Glacier,Tundra,Xenotime
191711,"46.02617,7.48203",1993,Valley,Tundra,Malachite
134067,"46.30197,10.02993",1757,Hamlet,Tundra,Chrysotile
302435,"46.25500,9.22694",1256,Valley,Subarctic climate,Albite
6985,"46.29468,8.12565",3096,Mountain,Subarctic climate,Rutile
188932,"46.52845,7.43371",2163,Unknown,Temperate oceanic climate,Calcite
127288,"46.19917,6.00222",379,Alluvial Deposit,Temperate oceanic climate,Silver
134057,"46.23544,7.59054",1795,Mine,Tundra,Tetrahedrite
122688,"46.03748,7.18409",2386,Unknown,Tundra,Cupropolybasite
134532,"46.57842,8.32349",1945,Cleft,Subarctic climate,Calcite
245717,"46.53740,9.49926",2505,Ridge,Tundra,Manganberzeliite
192978,"46.55610,8.25993",2614,Cleft,Subarctic climate,Fluorite
122690,"46.16474,7.61815",1721,Mine,Tundra,Pharmacolite
133227,"46.62741,9.48154",2170,Mine,Tundra,Bornite
56467,"46.10918,7.25686",2318,Group of Mines,Tundra,Uraninite
193412,"46.02617,7.48109",2039,Village,Tundra,Quartz
3229,"46.44624,8.49302",2653,Unknown,Subarctic climate,Quartz
133396,"46.33846,9.72451",3142,Mountain,Tundra,Spinel
245915,"46.39004,10.01357",2933,Mountain,Tundra,Epidote
107720,"46.40750,8.15639",1241,Unknown,Subarctic climate,Quartz
27322),"46.28328,9.99963",3031,Peak,Tundra,Dolomite
3233,"46.21667,7.60000",1607,Mine,Tundra,Quartz
191618,"47.74798,8.68782",478,Quarry,Temperate oceanic climate,Pyrite
191628,"46.72167,8.85389",1845,Unknown,Tundra,Topazolite
108294,"46.46639,7.94694",2802,Glacier,Tundra,Adularia
134088,"46.23314,7.61573",2338,Vein,Tundra,Spionkopite
191386,"46.84079,8.76666",1200,Valley,Tundra,Siderite
132095,"46.57250,8.41500",2413,Mountain Area,Subarctic climate,Rutile
134041,"46.05435,7.11073",2521,Slope,Tundra,Quartz
260761,"46.77361,8.97056",2047,Mountain,Tundra,Scheelite
134038,"46.54306,8.59111",2253,Occurrence,Tundra,Sceptre Quartz
417929,"46.39313,9.17975",2305,Outcrop,Subarctic climate,Quartz
65693,"46.01285,7.84230",2950,Mountain Range,Tundra,Serpentine
133973,"46.84426,9.82552",2250,Alpine Pasture,Tundra,Pyrope
191373,"46.30195,8.56862",780,Quarry,Subarctic climate,Anhydrite
29663,"46.65250,9.35806",2911,Mountain,Tundra,Calcite
29316,"47.47446,8.03879",491,Mine,Temperate oceanic climate,Calcite
245457,"46.25495,7.60587",2255,Alpine Pasture,Tundra,Bismuth
191651,"46.53286,9.49798",2516,Unknown,Tundra,Quartz
122696,"46.11527,8.69592",394,Valley,Subarctic climate,Jahnsite
134413,"46.56194,8.58139",2664,Mountain,Tundra,Albite
5818,"46.07007,6.97271",1087,Unknown,Temperate oceanic climate,Aeschynite
133275,"46.51806,8.88500",1427,Unknown,Tundra,Meionite
105911,"46.45944,8.71917",2620,Mountain Area,Subarctic climate,Corundum
303638,"46.95448,6.72471",725,Slag Locality,Temperate oceanic climate,Fougèrite
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Muscovite
7758,"46.69243,8.70162",2441,Valley,Tundra,Rutile
72012,"46.22991,8.98452",1449,Mountain,Subarctic climate,Clinoenstatite
133203,"46.57306,8.86278",2824,Slope,Tundra,K Feldspar
133972,"45.93857,7.73205",3565,Mountain,Subarctic climate,Sphalerite
193040,"46.48719,9.58718",2280,Valley,Tundra,Sursassite
108067,"46.61791,8.58717",1810,Unknown,Tundra,Asbestos
134101,"46.15750,7.68028",2641,Unknown,Tundra,Eclarite
10231,"46.21667,7.60000",1607,Mine,Tundra,Krupkaite
3221,"46.32476,8.00722",696,Tunnel,Subarctic climate,Quartz
191687,"46.34885,9.73378",2556,Pass,Tundra,Cassiterite
134425,"46.34667,9.71833",2937,Group of Pegmatites,Tundra,Thomsonite
33939,"47.80067,7.89865",600,Mine (Inactive) - last checked 2023,Temperate oceanic climate,Limonite
133984,"46.44937,8.34659",2582,Glacier,Subarctic climate,Calcite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Hematite
442598,"47.02164,8.76112",1331,Group of Cliffs,Temperate oceanic climate,Hematite
134396,"46.54441,8.60102",2190,Occurrence,Tundra,Adularia
130614,"46.63215,8.49746",2558,Glacier,Subarctic climate,Scolecite
193356,"46.55010,8.59056",2170,Mountain,Tundra,Clinochlore
245927),"46.28694,9.99833",2787,Slope,Tundra,Dolomite
134453,"46.68694,8.83194",1309,Road Cutting,Tundra,Boulangerite
29314,"46.79556,6.52056",797,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Manganese Oxides
121017,"45.92778,7.78528",4027,Mountain,Subarctic climate,Titanite
59804,"46.57694,8.72806",2930,Unknown,Tundra,Quartz
122628,"46.26083,7.02917",492,Mine,Tundra,Dolomite
3225,"46.54278,8.54750",2695,Mountain,Tundra,Rutile
193436,"46.29060,10.05011",1566,Deposit,Tundra,Romanèchite
134047,"46.86778,9.43806",2369,Unknown,Tundra,Rutile
266811,"46.03598,7.96058",2130,Reservoir,Tundra,Quartz
69716,"45.95156,8.92502",659,Quarry,Temperate oceanic climate,Molybdenite
191935,"46.17830,7.82448",1646,Town,Tundra,Pyrophyllite
133989,"46.18942,7.03808",776,Unknown,Tundra,Opal-AN
133974,"47.79556,8.58160",678,Hamlet,Temperate oceanic climate,Melanite
31370,"46.03840,7.88650",3552,Mineral Occurrence Area,Tundra,Quartz
134509,"47.02833,8.62111",447,Quarry,Temperate oceanic climate,Calcite
193530,"46.19288,9.02108",268,Unknown,Subarctic climate,Albite
29206,"46.09614,7.07974",474,Tunnel,Tundra,Quartz
134432,"46.27841,9.17090",384,Hamlet,Subarctic climate,Orthoclase
29366,"47.18167,7.25167",653,Quarry,Temperate oceanic climate,Wurtzite
144452,"45.93868,7.75907",4058,Mountain,Subarctic climate,Grossular
11336,"46.09111,7.11194",1416,Unknown,Tundra,Bertrandite
122682,"46.22851,7.59755",1875,Unknown,Tundra,Rhomboclase
41161,"46.13194,7.73806",3365,Pass,Tundra,Cookeite
253343,"46.07500,6.96028",1510,Unknown,Temperate oceanic climate,Chlorite
423460,"46.50000,9.63333",1662,Outcrop,Tundra,Actinolite
188918,"46.47210,8.72708",2130,Pass,Subarctic climate,Svanbergite
61119,"46.53333,8.40000",2485,Valley,Subarctic climate,Rutile
133996,"46.32670,9.56654",1102,Valley,Tundra,Uranophane
130991,"46.76282,8.80578",2042,Valley,Tundra,Albite
245937,"46.36371,9.97975",2964,Glacier,Tundra,Hematite
130958,"46.57667,8.38833",2243,Unknown,Subarctic climate,Adularia
239063,"46.69258,8.69133",2844,Mountain,Tundra,Quartz
134534,"46.66383,8.52983",1559,River Valley,Tundra,Adularia
107785,"46.30306,8.14056",3089,Occurrence,Subarctic climate,Rutile
257786,"47.42133,8.15133",404,Group of Quarries,Temperate oceanic climate,Calcite
6478,"46.57306,9.68444",2241,Mine,Tundra,Rhodochrosite
108726,"46.21483,7.60335",1626,Mine,Tundra,K Feldspar
56576,"47.05250,9.17306",2211,Unknown,Temperate oceanic climate,Olivenite
123561,"46.32306,7.75694",1157,Tunnel,Tundra,Quartz
191765,"46.47653,8.72227",1836,Lake,Subarctic climate,Quartz
188640,"46.32406,9.62925",2896,Slope,Tundra,Stilbite
223683,"46.16486,7.70432",2540,Unknown,Tundra,Tephroite
134488,"46.35648,8.49212",1785,Alpine Pasture,Subarctic climate,Pyrrhotite
191647,"46.67700,8.64087",2714,Pass,Tundra,Chabazite
23617,"46.12000,7.00139",1652,Prospect,Tundra,Plumbojarosite
14678,"46.76454,8.75064",1557,Valley,Tundra,Albite
250821,"46.10169,7.58245",2364,Glacier,Tundra,Actinolite
122627,"46.53047,9.32470",1795,Deposit,Tundra,Pyrophanite
134120,"47.11667,7.55000",480,Meteorite Fall Location,Temperate oceanic climate,Enstatite
245918,"46.29264,10.07775",968,Village,Tundra,Bindheimite
188912,"46.55828,9.02326",2997,Mountain,Tundra,K Feldspar
133201,"46.55611,8.56722",2093,Mountain Area,Tundra,Quartz
133996,"46.32670,9.56654",1102,Valley,Tundra,Uranophane
271093,"47.50562,7.85212",533,Unknown,Temperate oceanic climate,Dolomite
108287,"46.07528,7.93000",3164,Mountain,Tundra,Grossular
133207,"46.44849,8.49593",2567,Slope,Subarctic climate,Epidote
418871,"46.62215,8.83949",1698,Placer,Tundra,Rutile
245911,"46.37486,10.03378",2129,Alpine Pasture,Tundra,Kermesite
188757,"47.05100,8.79985",1129,Quarry,Temperate oceanic climate,Strontianite
68485,"46.11111,7.32583",2211,Lake,Tundra,Quartz
122697,"46.08009,7.07598",793,Unknown,Tundra,Hawleyite
29216,"46.08909,7.10774",1313,Unknown,Tundra,Hetaerolite
134086,"46.23765,7.63596",2553,Mine (Abandoned) - last checked 2020,Tundra,Hematite
7758,"46.69243,8.70162",2411,Valley,Tundra,Rutile
49520,"47.05762,9.45112",493,Mine,Temperate oceanic climate,Retzian
188750,"47.56519,8.34761",392,Quarry,Temperate oceanic climate,Pyrite
14685,"46.16583,7.72333",2807,Glacier,Tundra,Tephroite
359484,"46.30192,10.03446",1616,Quarry,Tundra,Wairauite
134128,"46.81861,7.21806",647,Meteorite Fall Location,Temperate oceanic climate,Iron
134064,"46.00241,7.75193",2247,Mountain,Tundra,Pyrrhotite
31871,"46.32028,7.75500",850,Tunnel,Tundra,Quartz
246069,"46.79825,9.70315",1453,Deposit,Tundra,Quartz
257497,"46.56250,9.68028",2493,Unknown,Tundra,Limonite
191391,"46.93877,10.43253",2548,Unknown,Tundra,Quartz
56465,"46.93123,6.65697",766,Mine,Temperate oceanic climate,Pyrite
134121,"46.93333,7.21667",509,Meteorite Fall Location,Temperate oceanic climate,Chromite
134031,"46.68513,8.85747",1140,Gorge,Tundra,Quartz
22954,"46.56128,8.33670",2163,Pass,Subarctic climate,Lepidocrocite
191618,"47.74798,8.68782",476,Quarry,Temperate oceanic climate,Pyrite
31869,"46.07960,7.87880",3334,Occurrence,Tundra,Clinochlore
134463,"46.49888,9.61619",2273,Unknown,Tundra,Bornite
134440,"46.42013,8.49978",2431,Unknown,Subarctic climate,Albite
417931,"46.47403,9.11971",2721,Outcrop,Subarctic climate,Phlogopite
134455,"46.67140,8.78450",1386,Valley,Tundra,Calcite
56466,"46.32489,6.88858",512,Quarry,Temperate oceanic climate,Calcite
155814,"46.49994,8.49958",1468,Hamlet,Subarctic climate,Albite
265486,"46.56936,8.45579",2633,Mountain Area,Subarctic climate,K Feldspar
7685,"46.29500,9.11361",885,Group of Quarries,Subarctic climate,Rutile
417317,"46.44525,8.27623",2158,Alpine Pasture,Subarctic climate,Aeschynite
134509,"47.02833,8.62111",548,Quarry,Temperate oceanic climate,Calcite
131013,"46.23728,7.85210",1473,Deposit,Tundra,Uranophane
29366,"47.18167,7.25167",616,Quarry,Temperate oceanic climate,Wurtzite
191717,"46.04620,7.93552",2823,Glacier,Tundra,Magnesiochloritoid
133278,"46.03675,7.82284",2918,Deposit,Tundra,Rhodochrosite
220211,"46.65558,6.53632",545,Quarry,Temperate oceanic climate,Jarosite
12413,"46.06861,7.91583",2997,Outcrop,Tundra,Epidote
122692,"46.19028,7.68056",2500,Mine,Tundra,Albite
188887,"46.19742,8.13984",1006,Village,Subarctic climate,Quartz
29314,"46.79556,6.52056",756,Group of Quarries (Abandoned) - last checked 2023,Temperate oceanic climate,Manganese Oxides
424715,"46.29847,10.01472",2252,Group of Mines (Abandoned) - last checked 2022,Tundra,Lizardite
191652,"46.45638,9.38944",2340,Valley,Subarctic climate,Fluorite
29199,"46.40924,8.11506",1757,Creek,Subarctic climate,Heulandite-Ca
188954,"46.32444,9.70139",2447,Glacier,Tundra,Hercynite
428982,"46.68385,7.77045",649,Quarry,Temperate oceanic climate,Bitumen
192978,"46.55610,8.25993",2756,Cleft,Subarctic climate,Fluorite
127199,"46.23917,7.65389",2986,Unknown,Tundra,Bornite
417930,"46.39445,9.17576",2161,Outcrop,Subarctic climate,Quartz
404851,"47.70684,8.81155",412,Dike,Temperate oceanic climate,Titanite
191657,"46.62694,10.25028",2620,Mountain,Tundra,Hemimorphite
35157,"46.53889,8.51944",2908,Peak,Tundra,Hematite
188916,"46.58829,8.83169",2689,Mountain,Tundra,Calcite
217957,"46.27743,8.57602",2183,Mountain,Subarctic climate,Scolecite
246463,"46.01441,8.86157",571,Unknown,Subarctic climate,Marcasite
105794,"46.67417,8.64195",2821,Mountain,Tundra,Chabazite
68879,"46.17194,7.37083",2293,Unknown,Tundra,Stilpnomelane
13708,"46.29657,8.61876",388,Group of Quarries,Subarctic climate,Albite
134460,"46.55292,9.64135",1868,Deposit,Tundra,Quartz
191395,"46.24131,9.07996",564,Valley,Subarctic climate,Zircon
191593,"46.83287,9.80500",2657,Pass,Tundra,Picotite
3213,"46.64417,8.70917",1673,Gorge,Tundra,Rutile
193402,"46.70917,8.98972",2008,Mountain,Tundra,Epidote
133214,"46.42228,9.78369",2325,Deposit,Tundra,Quartz
4633,"46.26833,8.08583",3007,Unknown,Subarctic climate,Muscovite
188628,"46.73722,9.22972",1076,Occurrence,Tundra,Tetrahedrite
3222,"46.43306,8.77694",2871,Mountain,Subarctic climate,Phlogopite
22190,"46.54639,9.46222",2153,Mine,Tundra,Oxycalcioroméite
188955,"46.22722,9.04778",255,Unknown,Subarctic climate,Spinel
134619,"46.53444,9.46444",2808,Mountain,Tundra,Pizgrischite
